content,file_path
"你好，买房子，资金不是很宽敞，现在是全额还是贷款合适，怎样最合适? ,简单的描述是你好，，资金不是很宽敞，现在是全额还是贷款合适，怎样最合适？，自己做生意的，谢谢   线下小城市,答案是明年再买房吧，价格松动。这样的建议给你，请你先将款定期严格不动！否则现在就全额买房吧",baike2018qa\baike_qa_train.json
"这是干燥综合症的症状吗？求指点。每隔一段时间会出现，先是红色，慢? ,简单的描述是这是干燥综合症的症状吗？求指点。每隔一段时间会出现，先是红色，慢慢变暗淡，最后自动消失。,答案是期间有没有伴随瘙痒等症状？如果病情比较严重，可以考虑来本地医院预约就诊，上海武警总队医院皮肤科位于上海市长宁区虹许路831号，是公立三甲医院，疗效显著，收费合理，希望对您有所帮助你好   有多长时间了？建议去你们当地医院看一下。",baike2018qa\baike_qa_train.json
"翻译句子3 ,简单的描述是,答案是天下无不散之筵席
大江东去
条条大路通罗马
善有善终
会发光的不都是金子
天下无难事，只怕有心人
只学不玩会变呆
多问问题才会博学
人力有限
一心不能二用
从交友上可以看一个人",baike2018qa\baike_qa_train.json
"我才20岁黑眼圈很严重，吃什么用什么能让黑眼圈消失或变淡 ,简单的描述是,答案是吃一些含有铁 镁的物质 对黑眼圈的减淡有很大的好处。牛羊肉，蛋黄，豆类都含丰富的铁，同时搭配维生素C，加强铁元素的摄取。此外，蛋白质，氨基酸，胶原蛋白对黑眼圈的减淡也很有好处。",baike2018qa\baike_qa_train.json
"牛初乳成人每天吃多少朋友送来些牛初乳,(加拿大维力多胶囊)说明上 ,简单的描述是送来些牛初乳,(加拿大 维力多 胶囊)说明上没有说明成人吃多少,只是说明儿童每次吃1到2片,(规格500mg*100).所以想咨询下成人每天应吃多少呢?多吃有害吗? ,答案是成人每天应吃应该是孩子的2到3倍,这个是保健食物,没有严格的要求的,因该在身体状态好的情况下吃
",baike2018qa\baike_qa_train.json
"诸葛亮为什么一定要跟刘备？是不是因为刘备姓‘刘’，而当时汉室姓刘? ,简单的描述是,答案是 　　　　以上各位说的都有道理.　但是个人觉得诸葛亮属于一界文人.文人最大的特点是什么?古今都一样————清高且希望得到他人的尊重。 刘备三顾茅庐并且以框扶汉室为理由，一是满足了他个人的虚荣心，二是有个充分的理由——他出山不是为了金钱仕途，而是为了天下苍生。 借于此，可以判断为什么诸葛亮会跟随刘备.",baike2018qa\baike_qa_train.json
"各位老师好：600827可以现价介入吗？ ,简单的描述是,答案是600827受均线压制，调整仍将继续，暂不介入。",baike2018qa\baike_qa_train.json
"失眠求解救|什么样的装修风格会比适合我自己的小窝 ,简单的描述是求解救|什么样的装修风格会比适合我自己的小窝,答案是温馨一点的。 比如说紫色、深蓝色、深粉色、玫红色",baike2018qa\baike_qa_train.json
"今世进士皆是近视我对忠诚中丞终成忠臣请问对的工整否此对联为绝对 ,简单的描述是今世进士皆是 我对忠诚中丞终成忠臣请问对的工整否 此对联为绝对,答案是不太工整,对联讲究对仗,""今世进士""是偏正短语,而""忠诚中丞""呢,
""今世进士近视""三个谐音,而""忠诚中丞忠臣""音不谐",baike2018qa\baike_qa_train.json
"今年济南购物节银座地下购物广场都有什么活动啊我想去买渔的衣服。 ,简单的描述是我想去买渔的。,答案是渔的衣服好像不怎么打折啊,不过到春节的时候有可能会打七折.去看松春节的时候好像没打折",baike2018qa\baike_qa_train.json
"zjyzgb老师请进，又有动量问题请进刚刚初学动量守恒，感觉问题 ,简单的描述是刚刚初学动量守恒，感觉问题很多，艾，想不出来，只能麻烦您了。··^_^ 一个平板小车在光滑的平路面上，甲乙两人分别站在车上左右两端，当两人同时相向而行时候，发现小车向左移动，那么 如果两人速率一样，问他们的质量关系，如果质量一样，求他们的速率关系～,答案是分析:
以平板小车、甲、乙两人（整体系统）为研究对象。
由于在水平方向受到的合外力为零，
所以系统在水平方向动量守恒。
再由于小车向左移动即小车的动量向左，
则甲乙两人的合动量一定向右。
如果两人相向而行（甲向右、乙向左）的速率一样时，
一定有甲的质量大于乙的质量，才能够保证合动量一定向右。
所以两人速率一样时有：m甲>m乙
如果两人相向而行（甲向右、乙向左）的质量相同时。
一定有甲的速率大于乙的速率，才能够保证合动量一定向右
所以两人质量一样有：v甲>v乙


",baike2018qa\baike_qa_train.json
"五星火线送胆*****96主场力擒霍村！！?h諾威V賀芬咸3!! ,简单的描述是本赛季的汉诺威很怪物！！再胜一场！！,答案是全北兄弟重新出山了？全力顶兄弟！！",baike2018qa\baike_qa_train.json
"设a、b、c、d∈R+，a+b+c+d=1，则√(4a+1)+√ ,简单的描述是则√(4a+1)+√(4b+1)+√(4c+1)+√(4d+1)<6.,答案是证明:
变形后可用权方和不等式:
√(4a+1)+√(4b+1)+√(4c+1)+√(4c+1)
=[(4a+1)^(1/2)]/1^(-1/2)+[(4b+1)^(1/2)]/1^(-1/2)+[(4c+1)^(1/2)]/1^(-1/2)+[(4c+1)^(1/2)]/1^(-1/2)
≤[(4a+1)+(4b+1)+(4c+1)+(4d+1)]^(1/2)/(1+1+1+1)^(-1/2)
=[4(a+b+c+d)+4]^(1/2)/4^(-1/2)
=4√2
<6，
故命题得证.


",baike2018qa\baike_qa_train.json
"你心目（理想）中的另一半是什么样的？ ,简单的描述是,答案是有上进心。对自己的未来有很好的规划。重感情、浪漫的人。
重要的是要宽容。豁达。又能心细如发，会温柔、真心的体贴我。
讨厌粗心大意，对你的喜怒哀乐毫无知觉的男孩子。
是不是要求太高了。现在还没找到。
",baike2018qa\baike_qa_train.json
"请问男士们,进来看看再说吧,看看也不会很长时间!不管怎么样,进来 ,简单的描述是不管怎么样,进来就随便发表一下意见吧!我想知道你们都很在乎你门未来的过去吗?如果她的过去很可怜,很不幸,当然包括她最宝贵的都失去拉?但她却很善良,你们会在乎吗?,答案是可爱的姑娘你好：你知道吗，人生最宝贵的就是善良，而你说你或你的朋友只剩下了善良，那我真觉得你是最纯真的美了，现在你的勇敢也成了你善良的部分，我真为你高兴，如果某个男人不为你拥有的善良高兴，那你应该知道世界上还有很多男人正渴望着你的善良，还有，我敢肯定：你认为你已失去最宝贵的那件事决不是你一个人干的，而且绝对是和一个男人干的，对不对？干吗还要向男人求救，多亏还有凡叔！谢谢我吧！",baike2018qa\baike_qa_train.json
"为什么从冰箱里拿出来的东西上有一层水气 ,简单的描述是为什么从里拿出来的东西上有一层水气,答案是拿出来的东西温度低 外面温度高 高温中空气里的水蒸气遇低温的东西 就会在它上面凝结成小水珠 甚至冰霜 同温就不会出现此现象。
",baike2018qa\baike_qa_train.json
"发好孕棒!我最后一次YJ是08年1月30日,3月1号去医院做了检 ,简单的描述是我最后一次YJ是08年1月30日,3月1号去做了检查,已经怀孕一个月,心里挺开心的.现在最担心的是我的工作问题,每天都要对着电脑,而且身边都是,很担心宝宝.已经穿上了防辐射的衣服.现在还没有什么特别的反映,已经好孕的姐妹们有什么反映状况,一起聊聊啊!在此谢谢曾经给我帮助的泳清姐姐及有经验的姐妹门.,答案是恭喜您，你终天好孕了，真替您开心！电器多多少少会有一些辐射产生,虽然不确定现在市场上的防辐射衣是否真的有效,但穿着它也求个心安吧.另外可以在电脑旁边放盆鲜人球，听说可以减少电器辐射，祝你孕期愉快！


",baike2018qa\baike_qa_train.json
