content,file_path
"问题是在y=x²+bx+c中，当x=2时，y=5;当x=-3时，y=-5.求当x=3时，y的值？,简单的描述是七年级（下）数学单元目标评价（六）,正文为欢迎来到百度知道2.0版。邀请你的朋友来注册吧！不管你是小学毕业还是初中二年级，喷子还是低端黑，知忽都敞开大门邀请你的到来。你也可在此平台发布企业广告，例如：只要提问mz为什么比 xm好？好在哪里？并自问自答即可。知忽不仅仅是问答和招商平台，也是一个娱乐平台。例如 ：提问如何优雅地扣鼻屎？如何在短时期内学会扣鼻屎？如何看待扣鼻屎并且吃下去？相信我，你可以收获一堆令人捧腹的抖机灵答案，答案中的段子也不亚于",webtext2019zh\web_text_zh_testa.json
"问题是被男孩子抱着睡一晚却什么都没做是什么体验？,简单的描述是有请各位女生来回答。<br>镜像问题：和女孩子抱着睡一晚却什么都没做是什么体验？,正文为开心的体验：醒来第一眼看见的就是最爱的那个人，感觉整个人幸福感要爆棚了 好安心 希望永远定格在这个夜晚 不开心的体验：诶诶诶你怎么把我被子都抢走了 诶诶诶你怎么快把我挤下去了，半夜再把男票这头猪拍醒给我让点地方睡觉啊！！ 诶诶诶再也不能愉快的在被窝里偷偷放屁了！",webtext2019zh\web_text_zh_testa.json
"问题是如何反驳亲戚说「你读那么多书有什么用啊？你看那个谁没读大学照样20万一年！」？,简单的描述是吃年夜饭的时候，有些亲戚总是说：你看你表姐，三流大学毕业出来也挣很多钱啥啥啥的就觉得我去出国读研什么的根本没有意义。然后就跟我灌输读书没有用的思想，还叫我一些溜须拍马的方法。说以后就是靠拍马屁，会说话才能在社会上混的。我不知道怎么反驳他们。平时我只要有一点做的笨手笨脚的地方，他们就都把原因归咎于我书读得太多。然而我觉得并没有什么联系啊总之我很无奈，到底要怎么跟他们说明读书的意义呢？我曾经跟他们说：虽然可能我大学毕业出来一年还比20万少很多，但是在读书的过程中的自我提升和充实才是重要的。但是亲戚们是这样反驳我的：结果（也就是工资）都一样，还谈什么过程不过程的。读书不就是为了挣钱的嘛！我很困惑啊而且有的时候真的很气愤！,正文为你遇见的事都是因你而生，你遇见的人都是为你而来 生活是一所没有毕业的学校，而且不分专业。你遇见的事都是因你而生，你遇见的人都是为你而来。这有什么用呢？这本身就是最大的意义。“我想学哲学，我想学艺术。” “学这些有什么用呢，能当饭吃吗？” “我就是喜欢她。” “她又不喜欢你，有什么用呢？” “这个社会为什么这么不公平？” “这个社会就这样，你说这些又有什么用呢？” 这段话出自之前推荐过的一篇文章别向这",webtext2019zh\web_text_zh_testa.json
"问题是如果杨洋演硬汉，你认为你喜欢哪种形式？谍战、警匪、军人？,简单的描述是,正文为作为粉丝，支持他演的任何作品，他是我们的底气，不惧任何对比，而不是我们希望他去演什么，看过他的几个专访，没有看所有，粉的不久，只能说是活到现在唯一一个饭上的，他对自己的定位很准，全网黑的时候，他一句网上的东西看看就好。昨天微微视频对比被放到豆瓣大家突然都一下子领悟到之前被带节奏抹煞他演技不好的时候，想起他12月底转发摆渡人说过的一句话，所有的与众不同，都需要时间才能被看到。对了，对比视频还有盗墓",webtext2019zh\web_text_zh_testa.json
"问题是丑男如何追女生？,简单的描述是这绝对是个好问题,正文为我是女生我想说，放弃美女吧，真的，追不到",webtext2019zh\web_text_zh_testa.json
"问题是如何评价罗志祥?,简单的描述是,正文为作为一个男生，喜欢罗志祥整整十年了。很抱歉下面的很多是关于我的，但是他在那段时间给我的影响，对我很重要 十年前的我是一个很自卑的小孩子，长的比较丑，见到谁都习惯埋着头。第一次认识这个男艺人是因为我表姐很喜欢他，家里开始贴满他的海报，表姐的随身听一直放的都是他的歌。每天回到家就是听着他的歌，躺在床上也是看着他的海报。表姐对我说他很好看，是她的偶像。之后家里买了电脑，表姐整天拉着我看有关于他的视",webtext2019zh\web_text_zh_testa.json
"问题是当士兵和军官们穿着军装外出时会有哪些效果和事情发生？,简单的描述是在军队或曾在军队服役过的军人（军官）（战士）们，你们一定有着军装外出的经历吧，都产生了那些效果或者发生了那些事呢，我想除了有负能量的以外，还会有不少正能量吧！欢迎大家分享你们的经历,正文为主要感觉就是小摊贩买东西稍微贵点。军人优先的地方都不敢优先。要讲文明礼貌，公交车上尽量站着省的让座。偶尔会有迷妹看过来 那年我一个女同学出远门路过我们那，听说我在那里就想着来看一眼，然后见到军装的我。后来我们结婚了",webtext2019zh\web_text_zh_testa.json
"问题是大学生读时尚杂志应该怎么看，看什么？,简单的描述是RT，经常是翻过图片就扔一边了，不是很能理解它的意义，对自己的审美穿搭好像也没有影响。<br>顺便求推荐比较好的杂志,正文为世界时装之苑，孤独星球（旅行），盺薇，时尚巴莎，家居廊其实鄙人觉得应该啥都读一些，不要只局限于穿衣搭配啦好吧，我只是个学生而已，认识的杂志可能对你起不了什么作用",webtext2019zh\web_text_zh_testa.json
"问题是冷爱是谁？,简单的描述是现在流行善意人肉问答社区大神，我本人也是从微博上追寻冷爱大神到这里，请大家八卦之，和谐内容可以私信我，哈哈。,正文为一个很聪明的人，聪明犀利，并且善意，这样的人还真不多。因为绝大部分聪明人是不会吧时间浪费在做善事上的，他们都想办法让自己和自己的亲人过上更好的生活去了，不会管绝大部分人的幸福，只会对他们不屑一顾。而冷爱，虽然有着“你们这些愚蠢的人类”这样的气场，却也怀着耶稣的情怀。。。把幸福的种子撒向人间。。。（表拍我） so，我是冷爱的脑残粉啦",webtext2019zh\web_text_zh_testa.json
"问题是华强北的手机零部件采购到底是怎样的一个现状？,简单的描述是,正文为华强北有很多认识的老乡在做手机配件。我认识的都是做苹果的零部件（这是最暴利的一块），其他的应该都差不多。从我的了解来看，华强北的配件主要有一下几个途径第一，从废旧手机上拆卸下来。你平时看到街上收购废旧手机，里面没有损坏的零部件基本上都会被送去拆卸，最后流入到市场上第二，从全球各地聚集而来。华强北号称亚洲最大的水货聚集地，这和世界的贡献是分不开的。华强北上的零部件很大一部分来自全球各地拆卸的坏",webtext2019zh\web_text_zh_testa.json
