content,file_path
"问题是哪些事情永久地改变了你？,简单的描述是,正文为高二分班的时候进入了艺美班，是全年级最闹腾的一群人组合的一个班。遇到了人生中的导师一样的班主任。她是一个特别的班主任， 她也像别的班主任一样关注我们的成绩，但是无论是多么不可救药的我们她从来没有放弃过 。我们班算是特例全校只有我们可以不穿校服 是她帮我们争取的 ，她说女孩年轻就该清爽漂亮 ，男生阳光帅气 ，所以当别人穿着沉重又丑的校服时我们穿的是水手服和小短裙 ，而男生就穿着他们自己简单清澈的T恤大短",webtext2019zh\web_text_zh_testa.json
"问题是你与你的男/女友做过的最疯狂的事是什么？,简单的描述是,正文为和男朋友没有做过什么疯狂的事，不过为了男朋友做过。在发着高烧的情况下四个小时高铁去他在的城市找他。在车上整个人都是意识恍惚的状态。我是那种被父母保护的很好的女孩子，从小到大没做过什么出格事，那是我第一次一个人坐火车。下车的时候烧的连他人都认不出来了，在公交车站等车的时候我就一直弱弱的靠在他身上，不停的咳。到了宾馆了，被他抱在怀里，真的觉得他身上好暖和。没有小黄段子真是抱歉。分",webtext2019zh\web_text_zh_testa.json
"问题是延安为什么会成为苏维埃中国的首都？,简单的描述是,正文为先修正一下，延安不是首都而是根据地，不过性质是一样的。毛为什么要把户口落在延安，还得从长征开始说起。长征是毛的得意之笔，因为这个阶段是其能量增殖最快，确立其领导党地位的关键时期。红太阳就是从这里开始升起的。长征过程中，中国共产党连破四次蒋介石封锁线，这很明显是蒋师傅放水的结果。老蒋为什么要这么做呢？红军过了湘江之后，蒋介石把红军继续往西赶，赶进贵州，然后赶向四川。这两个省和相邻的云南省一道组",webtext2019zh\web_text_zh_testa.json
"问题是南方人到北方读大学是一种什么体验？,简单的描述是相关问题：<br>,正文为大学是在北京上的，班上有个男生是从海南来的，没带被子，没有长袖衣裤，一双拖鞋就这么来到了学校。大概在他的眼里全世界的温度都是和海南的一样，也因一拖成名，外号就变成了“小海南”。我虽然来自湖北，地理位置是在北京的南部几百公里处，可看见雪的厚度和体会冬日的严寒比在北京深刻！手的冻疮是来北京后好的，冬天起床再也没有躺在暖和被窝里的各种挣扎，开始上暖气后，喜欢一屁股坐在暖气片山，那种感觉像及了小时候看",webtext2019zh\web_text_zh_testa.json
"问题是如何评价网络剧《说的就是你》？,简单的描述是最近开始更新第二季了。第一季的时候就开始看，觉得编剧表演拍摄都在水准之上。还记得前几集的时候并没有决定系列的名字（所以代表前两集是有试水性质的？）。希望能更多的了解一些这部剧的导演编剧已经拍摄方面的事情。,正文为这个可以说是bilibili的自营剧，但是只可惜叫好不叫座，现在基本砍掉也证明巴萨的商业化愈发步入正轨了，什么时候再出现也不一定。",webtext2019zh\web_text_zh_testa.json
"问题是和物化男性相比，为什么物化女性会饱受批评？,简单的描述是物化男性无论男女都不怎么在意<br>物化女性则会被大部分女性批评<br>为什么会出现这种情况？<br><br>我不是题主，但是我看到这个原题的时候真的误解了原题的意思，所以我改了一下问题。,正文为首先说明我的观点，物化女性当然是错误的！ 不过呢，恰恰是某些田园女权小公举，一直都在物化自己，但是，她们自己物化自己可以，而当其他男人物化田园女权小公举的时候，她们就会表现得非常愤怒。原因不是因为男人物化她们，而是因为男人物化她们，开出的价码不能让她们满意。",webtext2019zh\web_text_zh_testa.json
"问题是如何写出专业的企业尽职调查报告？,简单的描述是领导要求在部门的借贷项目中自选一个，写一份尽职调查报告，一周内上交。<br><br>求问问答社区的隐士高人们，能不能讲解下撰写步骤要点，若有参考样本更是感激涕零，小女子拜谢！,正文为报告是否专业要根据情况区分。对于债权类的尽调报告，如银行担保融资租赁房地产政府融资平台融资等，因涉及相对较少的主观判断，只要按尽调报告模板，按图索骥收集全资料，保证资料的真实完整，就很专业。对于股权类，因至少要判断一个企业今后3年内的前景涉及更多的主观判断，是否专业体现在判断分析的逻辑上： 除通常的企业基本信息外，更多要在技术行业等做出横向纵向的比较。只要做到逻辑严密表述清晰，报",webtext2019zh\web_text_zh_testa.json
"问题是仙剑奇侠传七怎么做才能挽回口碑？,简单的描述是曾经是仙剑的铁杆粉丝，很少玩单机游戏，一直逢仙必买豪华估计全靠自己的情怀了吧毕竟98柔情是小时候玩的第一个RPG。经历了三四代的繁荣，看着从五代开始的一路下坡，和steam上的国外大作差距越来越大，很心痛。尤其是仙剑六的渣优化以及渣战斗实在是让人玩不下去，直接把豪华版送人了。我想说，仙剑应该算是收益很高的游戏吧，讲道理五代两作诚意一般（五前还行）却一共卖了快两百万套，结果六代给个这个结果有点接受不了。那么仙剑七该怎么做才能缩小和国外大作的差距，挽回口碑？<br><br>另泰坦陨落这种无脑黑就别来了，本人750还是勉强跑起来了，虽然有点卡,正文为出几个外传挂名作品，形式就是AVG卡牌对战，做个真的galgame出来。卖IP做手游累积资本。过几年，大家都快忘了仙剑本体作品的时候，拿虚幻4重置一个仙剑1，品质及格就行。反响好的话再重置一个4。最后考虑新作的事情",webtext2019zh\web_text_zh_testa.json
"问题是出国后，原本用国内的手机注册的账号要怎么办？,简单的描述是是不是只能申请漫游然后在国外一个一个换啊？而且像支付宝那样的平台只能扔掉了吧。而且新浪微博到底能不能把验证短信发送到国外的手机呢？一系列的问题希望有靠谱的解决方法。,正文为为什么这么简单的问题大家要弄得这么复杂。买个诺记1050，100多块超长待机，轻随便摔。然后运营商那里保留最低月费套餐。开全球漫游关掉所有增值服务移动的话2-300年成本搞定。多简单啊",webtext2019zh\web_text_zh_testa.json
"问题是你的创业项目，如果腾讯跟进复制了，你会怎么办？,简单的描述是,正文为. 本文是写给普通用户和创业者看的，而不是给投资人看的。加个更确切的标题：创业者该如何看待腾讯的“跟进”。第一，并不是非此即彼！这世界上的东西，有些有一个就够了，有些则多存在一个，给大家多一种选择更好。比如QQ这样的通讯工具，有一个就够了，多了也没用，但是像BBS论坛，则多一个挺好，每一个氛围都会不一样的。所以，小公司最好是选择做后者，当腾讯过来抢市场的时候，它的大举进入，会大大扩大市场空间，使得更",webtext2019zh\web_text_zh_testa.json
