content,file_path
"问题是你们身边真实发生的最可怕的事情是什么？,简单的描述是要是真实发生的 但不一定是自己亲身经历,正文为讲些高中真实的诡异事情 坐标上海松江 高一的时候学校85校庆现在接近九十了吧，不知道有没有松江的小伙伴知道 -----------我割 我们男生宿舍楼比较老，具体多少年也不清楚，进去的时候墙面都是开裂的天天掉墙灰，铁床看上去少说十来年吧。宿舍的四楼是没有安排学生住的，我们能进入的只有四楼楼梯旁的澡堂部分，澡堂到宿舍的走廊之前一直是被锁上的。好像这栋楼原本楼上是女生宿舍，所以四楼的澡堂现在还挂着女浴室的牌子",webtext2019zh\web_text_zh_testa.json
"问题是实在很想知道电影驴得水结尾张一曼为什么死，而其他三个人为什么让他们活？为什么一曼成为了一个放荡的女人？,简单的描述是,正文为你看裴，铁男，校长，他们自杀的结局都不好，裴本就是个利欲熏心的人，活着才能拿到利益。铁男已经没有了赴死的决心，英雄的铁男早就死了。校长可还要继续他的乡村教育之梦呢。他怎么会死？而一曼，摧毁了她心中美好的那片地方，她最后的愿望也只是做好校服，她还有什么理由说服自己活下去呢？",webtext2019zh\web_text_zh_testa.json
"问题是我这口歪瓜裂枣的牙到底选择哪种治疗方案啊？,简单的描述是<img src,正文为你这样的牙齿，做正畸其实也是有好处的，牙齿拥挤内倾深覆颌覆盖，日常清洁都是有很多卫生死角。其实拔除36进行正畸然后种植3646是很合适你的方案。36那个牙齿牙体缺损厉害，做正畸前要根管治疗桩核冠修复。又会引发一个问题，这个根管治疗后的牙齿在正畸过程中能不能移动，表面的修复体又是否会松动脱落。。甚至反复以后导致正畸治疗中断，再回头考虑拔这个36。既然它不确定因素大，我们先考虑拔除它再正畸就好了。正畸结束",webtext2019zh\web_text_zh_testa.json
"问题是比较北京、上海、杭州、广州、深圳，哪里的生存压力更大？,简单的描述是,正文为北京有很强大的包容性，虽然房价基本没下跌的可能性。上海的海派文化是很内向的，如果不够强大，是很难在上海生存下去的。我从小成长在海派文化之中，但我选择了北京。不是我自己认为自己不够强大，而是从一开始就拒绝它。压力都不是城市给的，是自己给自己的。",webtext2019zh\web_text_zh_testa.json
"问题是年轻人应该在哪里发展？国内还是国外？从经济角度出发。？,简单的描述是,正文为如果家里条件不太好，上了个本三或者大专之类的，一辈子给人打工的命，可能拼一拼去发达国家打工比较好。毕竟工作环境，薪水，假期，福利和培训机会都是比国内好的，bottomline比较高，做体力活也能赚到平均工资，也不会受人歧视，和中产的差距比较小。但是条件不太好的人很难做出这样的抉择，语言水平，文化差距和初期投入都是比较大的障碍，实际上绝大多数人都是没办法选择在国外发展的。如果条件稍微好一点，家里有一些资源",webtext2019zh\web_text_zh_testa.json
"问题是是不是有很多人认为杰森斯坦森颜值很高？应该如何客观评价杰森斯坦森的长相？,简单的描述是请不要谈论身材气质，只谈颜值。,正文为客观说 杰森绝对不是一眼看上去就是啊好帅啊怎么这么帅的那种男人 杰森不靠脸。不管是看完他的怒火攻心 还是机械师 还是速7还是等等等等 杰森拼的都是实力 绝对的实力派选手 塑造的都是硬汉形象 其实 好莱坞的大片中 真的不缺乏硬汉形象 比如阿诺 比如史泰龙 再比如尚格云顿巨石强森等等等等 其实 我觉得 只有杰森给我的感觉 最真实 那种很亲切的平易近人的很man的 感觉 好像从来都没有那么热切的喜欢过哪个人 但是看完杰森 然",webtext2019zh\web_text_zh_testa.json
"问题是如果也绿子真实背后还有套路，你能接受吗？,简单的描述是也绿子2017.1.4晚更新的最新文章：,正文为我也来个回答 假如一个女孩子，她毁容了，然后努力工作，所有工资都用来整容。然后发起一个众筹：我喜欢苹果手机，喜欢苹果电脑，喜欢单反和莱卡，想追星想旅行想参加画展。我有我的考虑，我想享受生活，但是我的钱都用来整容了，所以希望通过众筹的方式获得三十万的捐款，达成我的梦想。你觉得会有多少钱愿意给她捐款呢？ 至少我一定会劝她，什么手机不能用？什么电脑不一样？追星不一定去演唱会，旅行也不是刚需，你所有的追",webtext2019zh\web_text_zh_testa.json
"问题是国内炼钢行业现状，真的那么不堪吗？,简单的描述是国内炼钢行业的发展现状，以及与大国相比，有差距吗，差距在哪里？我国真的生产不出来特种钢吗？听说很多特钢都需要进口，是真的嘛？,正文为谢邀谢邀，问到了钢铁，那我就简单给说两句，因为信息渠道的首先，如有疏漏还请各位直接指出，非常感谢！ 说到当前的钢铁行业现状，简单来说，普遍萧条，重点扶持，当前阵痛，全球竞争，面临转型。一. 当前现状： 通过钢铁企业的数据可以得出，当前全球的钢铁进入了衰退，钢铁行业的“冰河寒冬时期”已经来临。我国目前生产的大部分钢铁其实都是粗钢，而粗钢的作用主要是用于国家的基础设施建设，随着我国当前基础设施建设的完",webtext2019zh\web_text_zh_testa.json
"问题是大学生毕业后想创业，这样做对吗？,简单的描述是作为草根一族，我一直想做一件事情，并且会用我一生的精力去坚持，去把它做到极致，然而我却不知道这件事情是什么，这让很非常自卑。如今大三的我一想到毕业后即将走向社会便更加的慌张。上高中的时候，那时有个铁定的目标高考，为了考上一个好大学，我比班上任何人都要努力，别人在玩的时候我在学习，别人在学习的时候我在模拟，功夫不负有心人，高考终于拿下了班上第一名，上了一个三本院校（当时班上就四五个人过本科线）。<br> 上了大学，对自己的专业也不感兴趣，也不知道当时为什么要选这个专业，课余时间做了很多的兼职工作代理，送外卖发传单查电表卖盒饭卖零食小吃摆摊卖水果寒假电子厂开泡菜馆文具店问卷负责人办趣分期谈讲座（小起小落，也没存到什么钱）我总是让自己很忙很充实，但一停下便会感到不自在，感到恐慌，我是一个上进心很强的人，此生热爱创业，我励志有一天能够开一家上市公司，所以课余时间我经常泡在图书馆研究一些企业运营管理方面的知识。当然前面也逃过课，挂过科，但现在好多了。感觉时间过得飞快，现在已经大三了，大四毕业后我是计划做一段时间销售，学学公司的运作开阔一下眼界也提升下自己能力，然后在投身于创业事业当中。但问题来了，我应该工作几年便辞职创业呢？进什么样的企业？我佩服马克扎克伯格乔布斯 出校门便开始创造，有时又觉得像牛根生一样在企业积累一定程度 会更容易实现我的目标。还有，创业启动项目时，我到底应该或者适合做什么项目什么行业？现在应该怎么做？目前也没有什么兴趣爱好，依然处于严重迷茫中，有时又觉得很孤独，就像茫茫人海里的一艘小小的帆船有时随着时间的流逝离目标还是那么远会感到压力感到害怕。还是那句话，我一直想做一件事情，并且会用一生的精力去坚持，把它做到极致。跪求各位大神为我指点迷津，解决困惑。,正文为因为时差的问题，所以现在回答问题可能都在深夜。话说，邀请我有什么用呢？关于创业的指导，最最合适的人选是经历过小公司到大公司发展过程或者拥有多次创业经历（最好有成有败）培养和提携过较多创业者有理论总结能力情商智商都不错的成年人。想来数量就不多。回到三年前，还有一些符合要求的人在答题。如今在创业标签下面回答问题的人，别说对创业的理解如何，恐怕很多根本都没创业过吧。我个人而言，只是沾了点投资",webtext2019zh\web_text_zh_testa.json
"问题是女孩的相貌到底有多重要？,简单的描述是虽说很多人说 内在重于外表， 可是现在 怎么看都是美女比较 方便一点。。可也倒是的， 那些美女好看起来真是一点都不费力啊。。。<br>我是个对自己外表很没自信的人，所以感觉 相貌真的很重要。很重要。不管是在职场，还是情场<br>要怎样才能自信 才能更爱自己呢？,正文为我在大学时很喜欢一个别人说很丑，我说他们不懂欣赏的女生。这个女生很爱笑性格开朗非常自信说话什么的也很有技巧能力也很强。方括号里面的是我喜欢她的原因，她的确不漂亮，但她的笑遮盖了这一点，性格又富有感染力，我觉得她很美。所以我觉得，如果两个人经常接触，遇到的人会欣赏，相貌其实并不太重要，气质魅力才重要。更新：不过想想歌剧魅影和巴黎圣母院，你懂的。",webtext2019zh\web_text_zh_testa.json
