content,file_path
"问题是如何评价小米插线板？,简单的描述是<img src,正文为已拿到，比想象中的小很多，线不仅软，也很细，非常便携，之前有人嘲笑说住宾馆不带充电头带插线板我现在可以肯定，如果要带三个或更多充电头，那真不如带这个。其USB部分的体积，应该小于市面上绝大部分两口以上的充电头。可参图对比，图片上有三星苹果和飞狮双口充电器。插孔拔插阻尼中等偏紧一些，应该说是很好的设定。",webtext2019zh\web_text_zh_testa.json
"问题是厨房收纳整理有哪些最佳实践？,简单的描述是,正文为借用宜家的产品和收纳思路啦 主要说的是 1刀叉放哪里 2调料瓶，杂七杂八小东西放哪里 3碗碟盘放哪里 4刀叉勺混在一起放哪里 收纳原则：能挂着不放着，瓶瓶罐罐搬上墙。上图这种厨房收纳方法，就是典型的将大部分厨房工具都挂到了墙上。一层：挂篮里收纳常用的调味料，墙面挂桶收纳筷子铲子等烹饪工具。二层：可以挂不太常用的厨房用品，越靠近外侧，放的东西要越常用。三层：用的较少的厨房用品，比如红酒开瓶器。厨房",webtext2019zh\web_text_zh_testa.json
"问题是如何解读时尚ICON权志龙，他是怎么影响时尚风向的？,简单的描述是,正文为谢邀，权志龙作为Bigbang的的队长兼制作人，音乐才华确实横溢，自2001年出道以来，已经斩获大大小小几十个奖项，尤其是是在2006年以Bigbang队长兼制作人身份亮相后，更是拿奖拿到手软，08年的韩国十大作曲家，09年的MAMA最佳男子组合，大赏最佳歌手，最佳单曲奖等等都被GD包揽了。不过对于不太听韩语歌的人来说，GD更厉害的在于他的时尚品味： 在亚洲，韩国唯一一个在时尚方面的颁奖典礼：韩国风尚达人颁奖典礼Style Icon Asia",webtext2019zh\web_text_zh_testa.json
"问题是如何评价网络剧《鬼吹灯之精绝古城》？,简单的描述是相关问题：,正文为作为本剧工作人员，首先感谢大家的喜爱！ 剧是自己拍的，就不多做评价了，就说一些现场趣事吧。首先，除了车站啊，街道啊，戈壁滩啊，野人沟啊等外景，其他的基本都是棚拍。雪山完全棚拍，穿各种羽绒服棉衣在吊满灯的摄影棚里，还是在五月底的北京对了，地上的雪是用的一种工业盐 然后，骆驼，是我觉得最不友善的生物了，身上臭臭的，一不开心就冲人吐痰也不是痰，就是嘴边的泡沫和口水，不过奇臭。而且对陌生人起",webtext2019zh\web_text_zh_testa.json
"问题是哈尔滨有哪些不能错过的美食？,简单的描述是本问题已被收录至,正文为在哈尔滨生活了六年，以一个华北吃货的视角来看哈尔滨的吃的，本地人勿拍。。先说特色食品：大列巴，红肠。如果觉得没吃过新鲜，买秋林的吃一次就行了。我觉得想吃第二次的可能性不大。本人对香肠是有一定偏好的，所以没事也买秋林或哈肉联的瘦肉红肠吃。正常版肥肉太多，有点腻。特色饮料：格瓦斯。怎么说呢，只有喝过才能体会。前一阵子微博上有个史上最难喝五大饮料，格瓦斯不幸上榜了。但是这个真的是见仁见智，我个人感觉",webtext2019zh\web_text_zh_testa.json
"问题是广电不管制中国就能拍出好的影视作品吗？,简单的描述是,正文为我看够呛。管制只能限制题材和内容的发挥，不能限制艺术的发挥。可我们现在的影视剧有艺术可言吗？ 艺术的发挥不是一句空话，看看苏联影片列宁在1918，那是标准的管制作品吧？里面有无数闪光的艺术细节体现。这么说吧：你让艺术家装一盘狗屎来，他那盘的造型肯定比你那盘好看。我们想要好电影的话，先问问我们有没有好的电影人吧。加一句话吧 好电影分两种：一种是内容审查过关的好电影，一种是审查不过关的",webtext2019zh\web_text_zh_testa.json
"问题是拍拍贷赴美上市前景如何？如何看待其20亿美元的估值？,简单的描述是新闻背景：,正文为个人作为一名拍拍贷的老用户和重视粉丝，对于拍拍贷的前景，我个人非常看好。主要原因有以下几点：1. 纯线上模式，成本低。人人贷等平台都是线上线下相结合的模式，虽然说坏账率较低，但是线下团队庞大，成本很高。拍拍贷的贷前贷中贷后环节都是纯线上，成本低很多，而且也是真正意义上的P2P。2. 产品多样化，满足各种投资人需求。拍拍贷有利率很高的散标，也有稳定的低息标的。对于比较懂得研究的高手来说，可以在拍拍贷获",webtext2019zh\web_text_zh_testa.json
"问题是女生在做爱的时候为什么总要呻吟？,简单的描述是,正文为本来做爱的时候就有点神志不清，然后，突然，你又以一个刁钻的角度触了一下身体里那个敏感的地方，吓了我一跳。所以我才啊哦。",webtext2019zh\web_text_zh_testa.json
"问题是刘看山和奥观海是什么关系?,简单的描述是,正文为反正都得听涛",webtext2019zh\web_text_zh_testa.json
"问题是女士百搭经典款服饰单品有哪些？,简单的描述是包括服装和饰品，经典款或者百搭款。,正文为会一直自己默默更新，先占个坑 脑海中一直有一个百搭单品排行榜，借这个机会写出来给自己一个交代直接上图 又更新啦现在名单有：1牛仔衬衣。2牛仔短裤。3黑色短靴。4白衬衣。5棒球服。6格子衬衣。7风衣。1牛仔衬衣。很多女生狂爱牛仔衬衫，因为她们找到了通过装帅来实现凸显性感的秘密。（1）做内搭，皮衣开衫西装大衣（棒球服也可以，但是没找到图",webtext2019zh\web_text_zh_testa.json
