content,file_path
"问题是你在部队有什么作死的经历？,简单的描述是,正文为我没当过兵，不过我爸给我讲过他们的地空导弹走火的事情。大致也就是有人不按照规程，该关的电源没关。测试的时候就几乎水平给打出去了。当时削断了一个人的胳膊。后来在一公里外的农田找到。所幸没有其它伤亡。驻武汉的地空导弹部队，不知道有没有听说过这事儿的知友。大致应该是七十年代的事儿。",webtext2019zh\web_text_zh_testa.json
"问题是贝多芬所受的磨难是不是他通向超凡境界的必经之路?,简单的描述是本人并非是个音乐迷，但是了解到贝多芬的生平，是通过杉井光的小说.<br>他的小说其中有一段话令我印象深刻<br><img src,正文为霍金能写出时间简史并不是因为他有病啊兄弟",webtext2019zh\web_text_zh_testa.json
"问题是淘宝上有哪些很有意思的虚拟商品？,简单的描述是电话卡游戏卡等常见虚拟物品除外。,正文为公安代查开房资料",webtext2019zh\web_text_zh_testa.json
"问题是什么样的手机会吸引你付钱购买？,简单的描述是现在市面上有越来越多的手机，不管是iPhone，华为，oppo，小米，锤子，一加，在市场众多不同的手机让人眼花缭乱，你是如何挑选手机的，什么样的手机会让你第一瞬间就有购买它的欲望？,正文为sony啊，防水抗摔拍照好镜头不凸还有谁还有情怀挂链口，你想夏天带个小帽子脖子挂着泛着光的sony，跳进大海里，来一张美美的自拍。下雨天潇洒的拿出手机，嘴上叼着雪茄。比起那些烂了大街的东西，sony满足你！！！",webtext2019zh\web_text_zh_testa.json
"问题是唱歌时如何做到用气息发声？和假声有什么主要区别？,简单的描述是唱歌时如何做到用气息发声？我几乎都是五月天那种唱歌风格，很毁嗓子，三首高能歌唱下来嗓子就跪了。另，自己真假音切换太粗糙了，大神有什么心法之类的指导吗？,正文为“假声”是指演唱时通过有意识的控制而只使部分声带发生振动所发出来的声音，这种声音比由整个声带都振动的“真声”要高要弱，而且音色有一种晶亮透明的感觉。当你从低音往上唱时，唱到一定的地方，就会感到困难，容易卡壳，这就是到了换声区了，这时，你必须运用某种方法才能继续入上唱。歌唱者首先应基本掌握了换声区的唱法，然后因人而异地作具体调整。当我们在唱低音的部分时女生通常是F以下会用真音也就是白音。可是",webtext2019zh\web_text_zh_testa.json
"问题是新手如何理解并进行审计？,简单的描述是如何理解审计？如何开展审计工作？审计该怎么入手？怎么克服刚进入审计时那种茫然无措，没有头绪的时光？在做审计过程有什么收获感悟？,正文为审计是一种思维，一种理念，掌握了这种思维和理念学习审计就有了头绪，就知道力往哪个方向使，不会再觉得审计晦涩难懂，犹如天书，审计是一门体系，会就是会了，不会那真是一点都不懂。写这篇文章的目的是：希望能给在审计这条路上奋斗的小伙伴新司机作为一个参考，同时也是写给自己看，希望通过3年左右时间将此文完成，将自己感悟教训做一个。最后说下：审计是一种思维！审计是一种思维！审计是一种思维！作为审计入",webtext2019zh\web_text_zh_testa.json
"问题是在追求、恋爱乃至婚姻中，有哪些残酷的规则或规律？,简单的描述是就是那些不太能被我们接受却又真实存在的规则规律,正文为真正残酷的是就是你看透了所有规律，你依然逃不开残酷，你依然不可避免地走向自己的命运，就像俄狄浦斯一样。",webtext2019zh\web_text_zh_testa.json
"问题是如何评价华为荣耀畅玩5C？,简单的描述是,正文为华为荣耀盲目自大，已经自诩国际大厂玩高溢价了。没记错的话，荣耀手机是主打线上和性价比的。跟蓝绿厂以及小米4S主打线下是不一样的。荣耀畅玩系列可是低端机，主要面向对象是没什么钱的年轻人以及手头不宽松的大学生。这类人对性价比（配置价格）极为敏感！ 请注意“配置”并不是只指CPU，快充指纹2.5D玻璃等等都是。先看看配置，处理器我不谈，免得总说友商拿跑分说事。魅蓝Note3和红米Note3均有4100左右的电池，畅",webtext2019zh\web_text_zh_testa.json
"问题是如何看待杨洋在《微微》中的表现？为什么很多人觉得装逼气息很浓呢？,简单的描述是,正文为发现之前跑了题 对于肖奈这个角色，杨洋在访谈中有提到过饰演这个角色他是在做减法的，是收着演的。他有过顾虑，观众会不会觉得他面瘫之类的，但是最终他决定既然演了这个角色就要尊重角色尊重原著，即使冒着被吐槽的风险也要还原角色。因为作品大于一切。（以下为原答案） 就在几天前我看见有个人说，喜欢杨洋帅而不自知的时期，他演的肖奈浑身都散发着“我知道我特别帅，我知道你们都喜欢我”的气息。对此，我说两点： 1.",webtext2019zh\web_text_zh_testa.json
"问题是电力仿真需要学的软件？,简单的描述是目前在从事电力仿真工作，在学习RTDSpscad，世界上比较流行的电力仿真软件是？,正文为谢邀。记得之前回答过此类问题，复制过来，稍作修改。因为从事电力系统方面的工作，故推荐电力系统方向，个人用过的软件。（电力电子电路设计方面的软件，本科用过，久远了，就不贻误他人了） 1）BPA 先综述一下，前三个软件：BPAPSASPPSSE主要用于机电暂态的仿真，对于电力系统稳定的研究很专业。后两个EMTP和PSACD都是标准的电磁暂态分析软件。BPA最初是上世纪60年代由美国邦纳维尔电力局（Bonneville Power Administ",webtext2019zh\web_text_zh_testa.json
"问题是如何解释近期人民币的持续贬值？,简单的描述是,正文为网上复制来的。金融学家宏皓 一场“突如其来”的人民币贬值潮打乱了此前人民币升值的节奏。2月18日至21日，人民币对美元中间价从6.10736.11036.1146到6.1176，连续四个交易日走低。此次意外贬值引发了股市的下跌也挑动了市场敏感的神经：此轮贬值，究竟只是升值过程的回调“插曲”还是新一轮贬值的“序曲”这次人民币的贬值对我国经济和股市有何影响？ 此轮人民币贬值的原因 人民币近期大幅贬值，与美联储缩减QE3",webtext2019zh\web_text_zh_testa.json
