content,file_path
"问题是做客孩子临走时带走几只玩具，我的孩子抗拒并一直哭，要怎么开导？,简单的描述是同学带孩子来家里玩，临走的时候同学的孩子带走几只玩具，我的孩子表示非常不同意并一直哭，怎么开导孩子？,正文为看到这个问题所引发的讨论后，我特别想说点什么，但想了半天不知该写啥。原因是我从小到大就没有过类似的经历或感觉：“我的东西”被“爸爸妈妈”拿去送给“别人”了。很多答主强调的一个概念是，“孩子有权利支配他自己所拥有的东西”，并且“父母不应该干涉”。我承认这是一种可行的教育理念，在当下既科学又主流，但我从小并没有这个概念。我一直以来都认为，我的东西是我家的东西，我父母的东西也是我家的东西，没有太明显",webtext2019zh\web_text_zh_testa.json
"问题是在四大做税务的工作体验如何？,简单的描述是,正文为某四大第四年即将裸辞的上来答一下。大体的分类，1楼已经说的很清楚了。我就回答一下工作的感受吧。1关于打杂：不太赞同1楼的回答，copy coffee call的说法。税务部门的工作远没有审计那么层次分明。哪有那么闲说我养个人进来天天白charge只给打杂啊，杂这么好打我也想去打杂一般sic会在开始时给小朋友一些杂活，其实是在看态度和细心程度，一个一上来连杂都打不好的人没人敢用的好嘛。所以开始的工作会很简单，在做好以",webtext2019zh\web_text_zh_testa.json
"问题是什么时候你觉得作为一名军人很自豪很值得？,简单的描述是真心发问，绝非钓鱼。回答请自觉匿去番号等重要信息<br><br>相似问题：在部队有哪些时刻使你没有后悔曾经参军（报考军校）的选择？,正文为没有当过兵，512地震时，家乡受灾，运气好，动静大，但是没有房屋受损，要进入重灾区都要从我家乡过，此为背景。。。。。。。。。。。5月下旬吧，据说是有一队解放军战士从前面重灾区回来，路过，在一家当地还挺出名的小饭馆吃饭，（因为就在路边，方便）。小店老板嫌弃当兵的身上脏，不让进店吃饭。。。。。。。。。从此以后这家饭店被当地老百姓抵制到关门歇业，生意做不下去。我想，这也是大部分老百姓对人民子弟兵的热爱吧！！",webtext2019zh\web_text_zh_testa.json
"问题是如何把校园爱情坚持下去？男生可能在毕业的很长一段时间内都是一无所有的，怎么办呢？该怎样对女生好呢？,简单的描述是,正文为我认为对于三观正常不物化不拜金的姑娘来说，短时间内物质上的贫困完全是可以接受的。初入社会两个人一穷二白一起奋斗的体验在今后看来也必将是无比珍贵的。但是，对于题主的描述，“在很长一段时间内都是一无所有的”，作为女生我不太能认同。既然是校园爱情，至少两个人都接受了大学教育，即便是在高等教育泛滥的今天，这至少也是一种能力的体现和证明，也是一种对生活的基本保障。短时间内的一无所有或者穷困潦倒并不可怕，",webtext2019zh\web_text_zh_testa.json
"问题是如何评价电视剧《雍正王朝》？,简单的描述是,正文为这么说吧，我一般不看国内连续剧，但雍正王朝，大宅门，走向共和，这三部我看了好几遍，小时候第一次看就是看热闹，但年纪越长看出的东西越多，比如人生的辛酸挣扎妥协，理想与现实撕裂的痛苦，千难万难还是要咬着牙活下去的勇气。现在对照自己的生活想想觉得那里面的人真不容易呀，这剧基本把中国文化那种骨子里的东西拍出来了，可以这么说，如果一个外国人能把这几部剧看懂看进去，可以说就是真正的中国通了，或者",webtext2019zh\web_text_zh_testa.json
"问题是为什么美漫里的超级英雄大都性生活混乱？,简单的描述是,正文为美漫里除了有滥情或者花少属性的个别人物之外，大都cp是比较稳定的，很少性生活混乱的情况。因为不熟悉美漫的人会觉得某个名字只单单指一个人，但实际上平行世界有无数个他，甚至有名号还是几个人共用的，各个平行世界和他的cp组合都不尽相同。别说普通人了，一段时间不追刊的漫迷有时候都很难拎清楚。再加上一些编剧的恶趣味剧情和各种封面党，难怪给题主一种贵圈真乱的感觉。",webtext2019zh\web_text_zh_testa.json
"问题是部分刘诗雯粉丝为什么一直对丁宁有很大的负面评论？,简单的描述是我所说的负面评论很大程度上是带有人身攻击的字眼，真的那叫一个不堪入目。。。而且各大门户网站都是飘着捧刘踩丁的评论，不觉得奇怪吗？,正文为大概是因为丁宁打刘诗雯一直处于下风。好像很早之前有一次丁宁连着输刘诗雯很多次，连丁宁妈妈都问丁宁怎么一回事了。所以，刘诗雯和她粉丝认为，碰到丁宁，就应该赢，自己是比丁宁优秀的。印象很深刻的，是2011年世乒赛半决赛，刘诗雯输给丁宁之后，发了一条微博该输的赢了，该赢的输了。该输的指的是郭焱，该赢的就是丁宁了。而我个人观点是：身为一个运动员，不能因为之前对她是上风就认为自己该赢，不能因为对她是下风就",webtext2019zh\web_text_zh_testa.json
"问题是你还记得自己认识的第一个“声优”吗？,简单的描述是此“认识”为广义上的，你知道Ta叫啥，而且Ta当时正好从事于这个职业罢了<br><br>我先来第一个萌音桃宝<br><br>是不是一下就暴露年龄了？,正文为福山润。初中的时候看的反叛的鲁鲁修。虽然现在看来，这部剧里的政治啊所谓阴谋论略显幼稚，但仍然是一部非常优秀的作品。而其中，作为主角，鲁鲁修也十分亮眼，至今仍是一个很经典的角色吧。福山润给鲁鲁修配的高冷傲娇的声音真的很赞。。。然后找了其他有福山润参与的动画看。",webtext2019zh\web_text_zh_testa.json
"问题是养很多花是什么体验？,简单的描述是,正文为上班，办公室里开的几朵花。很累，很享受。一张一张的上传好累哈！先到这里，出去打拳了，待会再续。好多！ 继续继续  先发这些，吃饭去了。饭毕，继续放毒。哈哈哈！上点酸味，莫流囗水昂！继续继续，好累好累！ 先到这里先到这里，休息一会儿。此帖不断更新中，敬请期待哦！ 夹带点私货，我的最爱！",webtext2019zh\web_text_zh_testa.json
"问题是怎样对喜欢的女生好，才让她感觉无压力？,简单的描述是,正文为一切非自然的好，刻意的好都会带来压力。包括非自然的关系进展，非自然的支付能力。你若真的想对她好，就发自内心的站在她的立场上想想她需要什么，起码从每次对她好之后看看她是否真的喜欢这样。发自内心的好是不会被误解的，但是是需要智慧的，怕的是你以为你对她好，你沉浸在你对她好的美梦中。说白了，不要以己度人。",webtext2019zh\web_text_zh_testa.json
