content,file_path
"问题是如何评价“杨幂之后再无白浅”这个话题？,简单的描述是2017年3月1日晚间开始，微博热搜就出现了“杨幂之后再无白浅”，如何评价？以及这是否暴露了杨幂或起团队对影版的拉踩，或者说是极度不自信？,正文为刚开始看宫的时候，我还是很喜欢杨幂的，后来渐渐地粉转路人，直到昨晚刷到这个话题的，看的我尴尬症都出来了，我的第一想法就是坐看茜茜打脸杨幂。本来也不想说什么，但是真的是过分了点，演技跟颜值都在那里，我也不多说什么，最后，支撑我看这部剧的最大动力只是凤九跟东华。放张我菲美腻一下心情",webtext2019zh\web_text_zh_testa.json
"问题是如何评价保罗•乔治加入雷霆？,简单的描述是保罗乔治加入雷霆，与威少爷搭手，各位怎么看？,正文为这个问题不应该是如何评价泡椒加入雷霆，而是如何评价步管把泡椒送到雷霆。泡椒今年是没有选择权的，是被球队交易的，不然他直接去湖人了。评价就是，步管有些意气用事了，雷管这波操作666。这起交易的开端就是woj爆料，泡椒告之步管自己不会续约，明年去湖人，但是湖人不想拿出今年的二号签加入交易，所以交易告僵。而且只剩一年使用权，谁也说不定会不会续约的泡椒注定卖不出特别好的价格，绿凯，国王，还有火箭，都或多或少",webtext2019zh\web_text_zh_testa.json
"问题是男人吃软饭和女人做全职太太，哪个更被女权主义者所厌恶？,简单的描述是,正文为真正的女权主义者是都不厌恶！真正的女权主义者在“夫妻双方中一人不工作在家”这个事情上不会考虑性别因素，会考虑钱够吗",webtext2019zh\web_text_zh_testa.json
"问题是你们是从哪件事中走出叛逆期的?,简单的描述是,正文为初中升高中的时候考了全市三十多名吧，上了省里最好的高中。学校和家跨了整个市区，爹妈就在学校门口租房，怕我在没空调的宿舍吃苦。结果上了高中之后开始隔三差五逃自习，和老师吵架。有天晚上爹妈去给我送吃的，车大灯正好照着我和一个男生手拉手，我拽着那个男生就跑，到后半夜才回家。等等。后来听我妈说，开家长会讲估分报志愿那天早上，我爹在学校门口的早餐店边吃边掉眼泪，突然第一次想爹妈这三年是怎么过的，整个人就",webtext2019zh\web_text_zh_testa.json
"问题是如何评价杨烁的演技？,简单的描述是作为杨烁的粉丝，我是可以忽略演技的。因为每次看他都完全被男人魅力吸引，但是男神的演技真的看得出来。<br>我是看了刀客家族的女人认识他，里面三哥的角色实在太爱！哈哈哈，在别人都喜欢韩日小鲜肉的时候，我只喜欢寨子里的三哥。<br>来放福利：百度贴吧杨烁电视剧剪辑版,正文为杨烁自己也没想到。演了那么多年男主，这次来欢乐颂客串了一把，火了。出场十分钟，热搜七小时。此后更是花样上热搜，火得不要不要的。迷妹们穷尽词汇全方位点赞这位新晋男神：雅痞代言人行走的荷尔蒙撩妹技能十足男友力爆表有胸有腹有酒窝尤其是他自带沙哑磁性低音炮，更是迷倒众人，圈粉无数。有人说“杨烁的低音炮360度环绕，够我循环一年的”，更有粉丝戏称“小包总一开口，耳朵都要怀孕了。”就连一向从",webtext2019zh\web_text_zh_testa.json
"问题是你什么时候觉得如果自己不努力，背后会是万丈深渊？,简单的描述是上大学的城市离家乡几千公里远，快毕业了，紧迫感油然而生。看见许多以前的同学，朋友，陆续的结婚，生子。内心非但没有一丝向往，反而觉得恐怖无比。好多时候，都觉得回头无路，或者说，万丈深渊。不知道大家会在什么时候觉得背后是万丈深渊 ？,正文为现在。本人女。今年26岁。出生在四川农村。混迹魔都。年薪9万。异地多年的爱情处于风雨飘摇状态。回老家自然不可能，退而求次去二线城市发展我也不甘心，为了房子找个城市男人嫁了我也做不到，我只能努力，加倍努力！努力打拼出自己的一席之地！在物质上，在精神上！！任何妥协的结果，于我来讲，都是万丈深渊！但是，我很感谢生活对我挺残忍，练就我目标明确，性格坚韧！这样努力的不认输的自己，就是我所满意的自己。",webtext2019zh\web_text_zh_testa.json
"问题是问答社区日报的内容质量在下降？,简单的描述是阅读的愉悦感降低。瞎扯不那么好笑了，食堂不那么触动了，有种被挖空的感觉（当然新鲜感过了有一定影响）。,正文为同感，感觉和半年前的日报比确实没什么内容可读。经常可以看到的： 标题党，然后内容跟标题八竿子打不着的 给政府洗地党 给同性恋唱赞党 像专业论文毫无科普意义党 比不许无聊还无聊的纯粹形而上，抖机灵，不解决任何实际问题党（实际上不许无聊这个栏目都比这些好看） 各种装，自high党（当然问答社区就这风格） 还有重要说三遍党 猜想日报主编是不是换了，或者是入党了，或者性取向变了。。",webtext2019zh\web_text_zh_testa.json
"问题是怎么解读「一个人越炫耀什么，内心就越缺少什么」这句话？,简单的描述是,正文为一个人越炫耀什么，不代表这个人越缺什么 而这样解读别人晒东西的行为，恰好是缺乏和不满足的表现，或者至少可以说，他过得不快乐。",webtext2019zh\web_text_zh_testa.json
"问题是和女朋友第一次，进去的时候她喊疼，我应该停下来么？,简单的描述是觉得不停下来对不起她，停下来又觉得反正都是个必然的过程。。。<br>好困惑,正文为我很好奇你是做到一半卡住来问这个问题的么",webtext2019zh\web_text_zh_testa.json
"问题是王子睿老师的托福课程到底好不好？,简单的描述是,正文为我觉得，不好。不好主要体现在其实他的理论非常浅薄，虽然他有10几年的托福教学经验照道理来说应该很有教学架构，但实际上理论就那么几个，好处就是能帮你写作按架构分类，让你背范文，口语就是让你套模版，连分类语料库也没有，上课的时候自己一直在说，对于基础不好的人可能都不知道他在说什么，等你考试实际答题，答案很局限。其次，他的脾气我真是不敢恭维，骂学生你是猪吗？你是傻逼吗？在我看来其实学生只是问了非常正常",webtext2019zh\web_text_zh_testa.json
"问题是慢电视为什么会在挪威爆红起来？,简单的描述是“慢电视”不像传统电视节目，没有快速的,正文为制作方表示：1制作的时候不仅仅是电视台的人在参与，普通观众也是这些节目的一份子和参与者2在看的时候，留给观众思考和享受的时间更多了，画面承载的内容很少，但是想象的空间变得很大。TED上有相关演讲，可以看一看。",webtext2019zh\web_text_zh_testa.json
