content,file_path
"这是一个新闻,新闻的关键词是房地产信贷遭遇全面从严监管,摘要为中国银监会近日强调要严控房地产金融业务风险，在年内第一次将监管目标公开指向了违规进入房地产领域的银行理财资金，成为近期监管部门不断收紧房地产,标题为房地产信贷遭遇全面从严监管,正文为中国银监会近日强调要严控房地产金融业务风险，在年内第一次将监管目标公开指向了违规进入房地产领域的银行理财资金，成为近期监管部门不断收紧房地产信贷的新信号。银监会明确要求，严格执行房地产贷款业务规制要求和调控政策；审慎开展与房地产中介和房企相关的业务；规范各类贷款业务管理，严禁违规发放或挪用信贷资金进入房地产领域；加强理财资金投资管理，严禁银行理财资金违规进入房地产领域；加强房地产信托业务合规经营。据银行业理财登记托管中心的数据，截至今年上半年，投向实体经济的银行理财资金余额16.03万亿元，其中流向房地产业的涉及金额大概在2.09万亿元。与去年相比，流入房地产业的银行理财资金规模占比在今年上半年快速上升，从2015年的9.68%提高至13.06%，较去年新增约5500亿元。不过，观察人士认为这些数据无法完全统计进入房地产行业的银行资金规模。实际上，流入房地产市场的银行资金一向难以精确统计，银行为应对监管规则而在会计处理方式上披露的数据和真实的贷款数据间的巨大差异，加大了追查贷款资金最终去向的难度。据银行业人士透露，实际进入房地产领域的银行资金比上文披露的规模要多，主要原因在于，部分资金并未出现在银行业理财市场报告的统计口径之中。一家股份制银行地方分行的支行行长告诉人民财经，银行业理财登记托管中心的数据统计的主要是银行理财产品，这些产品由中央结算公司登记在册，是能够统计梳理的部分。但实际上有部分资金是通过委托贷款或自营投资等其他形式，绕道进入了房地产行业，这些数据通常难以获取。青岛银行经济学家赵建对人民财经表示，银监会严令禁止理财资金等违规进入房地产，对银行而言，“资产荒”将会更加严重，银行预计会寻找新的通道来增加收入。对地产公司来说，融资成本将会进一步提高，倒逼地产企业加快出清存货。据银行业理财登记托管中心的报告，银行理财资金主要是通过配置债券、非标资产、权益类资产等方式进入了房地产行业。这与近两年房地产企业发债和再融资规模大幅增长不无关系。银行业人士称，持续的“资产荒”推动理财资金大量配置到了地产公司债券中，成为房企债券的大买家。人民财经查询wind数据显示，截至目前，房地产行业今年发行的公司债规模已经达到7840亿元，超过了去年全年的4348亿元。银监会此次在三季度经济金融形势分析会的要求，也是承袭了近期监管层对房地产行业的各类限制性措施。随着今年来房价和地价的不断上涨引发了楼市泡沫的担忧，监管层对房地产市场变得更加警惕，陆续收紧流入房地产的信贷资金，房地产行业正在面临资金的全面从严监管。昨日未具名消息报道，近日高层要求证监会和发改委收紧房地产企业融资渠道，包括不能在境内发债，不得到H股上市融资，境外发债也将趋严。据人民财经了解，早在上月，两大证券交易所已经开始提高房地产商发债融资的门槛。一些房地产人士透露，公司在发债过程中被要求减少额度，审批速度也卡得更严。（见人民网报道《传上交所拟提高房企公司债发行门槛》）此前，监管部门还加强了对上市房企再融资的监管，强调企业再融资募集所得资金不鼓励用于补充流动资金和偿还银行贷款，不允许房地产企业通过再融资对流动资金进行补充，募集资金只能用于房地产建设而不能用于拿地和偿还银行贷款。受此影响，包括世茂股份、泰禾集团、中粮地产等多家上市房企的再融资方案均面临调整的压力。（见人民网报道《再融资收紧 房企不能将募集所得用于买地和偿还银行贷款》）此外，近期包括央行等在内的多个监管部门，还要求各商业银行理性对待楼市，加强信贷结构调整，强化住房信贷管理，控制好相关贷款风险。上海当局强调要严格执行限贷政策，防止变相放松要求、打政策擦边球的情况，同时要继续强化对首付资金来源的审查，加强居民收入证明真实性的审核，并切实防范各类资金违规流入土地市场。与此同时，国务院在本月下发的通知中重申今年初执行的“首付贷”禁令。通知要求，房地产开发企业、房地产中介机构和互联网金融从业机构等未取得相关金融资质，不得利用P2P网络借贷平台和股权众筹平台从事房地产金融业务；取得相关金融资质的，不得违规开展房地产金融相关业务。从事房地产金融业务的企业应遵守宏观调控政策和房地产金融管理相关规定。规范互联网“众筹买房”等行为，严禁各类机构开展“首付贷”性质的业务。",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是鲜花销量增加价格微涨 网上iphone祭品无人购买,摘要为随着清明祭祀高峰的到来，在墓区外面摆摊设点卖祭祀物品的商贩也多了起来。同时，“微时代”营销已开始瞄准祭品市场。祭祀用品：荒唐祭品乏人问津虽然,标题为鲜花销量增加价格微涨 网上iphone祭品无人购买,正文为随着清明祭祀高峰的到来，在墓区外面摆摊设点卖祭祀物品的商贩也多了起来。同时，“微时代”营销已开始瞄准祭品市场。祭祀用品：荒唐祭品乏人问津虽然，鲜花祭祀已成为了祭祀的主要方式，但形形色色的祭祀用品还是在网上有售。在网上商城，沈阳晚报、沈阳网记者注意到，祭祀用品又出现了新品种，吃的用的应有尽有。比如一套新贵族套餐，吃的有烤猪、龙虾等各种食物，搭配了茅台酒和洋酒；用的有纸糊的饮水机、消毒柜、保险箱；住的是高端大气上档次的别墅，里面还配备保安和保姆。此外，最时髦的祭祀专用苹果系列用品也面世了。一套高级苹果数码套装吸塑成品，包括笔记本电脑、台式机、Iphone6plus、ipod、ipad、蓝牙耳机、摄像头等，全套促销价只要3.6元。还有各品牌的豪车、LV皮带、Gucci的钱包等，总之只有想不到没有买不到，但是这些荒唐的祭祀用品在网上基本乏人问津。专家称，把祭拜先人的传统习俗用环保、自然的方式表达，更符合现代人的理念，比如献花、敬酒、植树等祭祀方式，在这样的大环境下，网上那些形形色色的祭祀用品没有市场也就不难理解。代人扫墓：不少网店交易量为零代跪、代哭、代献花，淘宝店铺这几年推出了代扫墓服务。今年，淘宝网有400多间网店提供该项服务，店铺分布在北京、上海、重庆、广州等多个城市，输入“代扫墓沈阳”，显示本地只有一家店铺经营该项服务，仅限沈阳地区，整个过程大约持续30—45分钟，全程跟踪录像，完事后把录像寄给客户验收。支持上贡果、上鲜花、摆祭品，念悼词、鞠躬等。记者尝试与该店家进行交谈，据其介绍，扫墓价格为350元/次，扫墓时间是清明节当天。完成工作后代扫墓者会通过电子邮箱发送扫墓前后的照片作为付款凭证。而贡果、鲜花则要另外付费，具体要看选择的价位以及当时的市场行情。不过，除北京、武汉各有一家网店显示有交易外，其他店铺的交易量都是“0”，大多数卖家称，来咨询的人偏多，但购买的人很少。鲜花市场：菊花货足价格稍上涨昨日，沈城花卉市场的商家已经把黄白菊花、百合、康乃馨摆在显眼位置，还有制作好的小花篮等。花店老板介绍，清明时节市民多选择百合、康乃馨、黄白菊花祭祀。“百合、康乃馨的销量与往常相比略有增加，但价格没有太大变动，菊花销量、价格与往常相比均有所上涨。”一位花店老板说，从上周开始，已有不少市民提前买花，菊花销量开始向好，平时菊花只需2元一支，目前价格为4元一支。“这周末，天气预报有雨，去祭拜的市民少，买花的市民也就少了，鲜花销量稍微差一些。”店主说，目前预订最多的是50元一篮的鲜花，花束预订的人也不少。“清明节时，菊花很少供不应求，市民可以随到随买。”",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是复视是咋回事？,摘要为复视通俗的讲，是将一个物体看成两个，又被称为重影。复视是临床上常见的症状之一，分为单眼复视和双眼复视。单眼复视：遮挡一只眼，用另外一只眼单眼,标题为复视是咋回事？,正文为 复视通俗的讲，是将一个物体看成两个，又被称为重影。复视是临床上常见的症状之一，分为单眼复视和双眼复视。 单眼复视：遮挡一只眼，用另外一只眼单眼看时，仍有复视，换句话说，原来的复视没有变化，称为单眼复视，其多与屈光异常相关。例如青少年近视的患者，常诉说看远处重影，看黑板上的字好像有个虚边似的，即与屈光有关，并不是真正的将一个看成两个。这种情况下，遮挡一只眼，复视的感觉不会改变。出现这种情况首先验光，排除屈光不正；其次需要除外眼科的一些情况，如单眼的晶状体脱位，角膜散光，视网膜、眼表疾病等。 双眼复视：遮挡一只眼，复视完全消失，或者说，只有双眼一块看时才有复视称为双眼复视，往往是眼外肌疾病，或融合异常造成的。双眼复视是临床上最多见的情况，处理起来也较复杂。根据复视的方向，分为水平复视、垂直复视、和旋转复视。 每只眼睛有六条肌肉，内直肌和外直肌负责水平运动，这两条肌肉麻痹会造成水平复视。上直肌和下直肌主要作用负责眼球的上下运动，这两条肌肉麻痹会造成垂直复视。上、下斜肌主要作用负责眼球的旋转运动，这两条肌肉麻痹会造成旋转复视。通俗讲两个物像有一个倾斜，一般上斜肌麻痹常见，其主要临床表现为不能下楼梯，看地板砖有一条倾斜。 复视病因非常复杂，血管性疾病（如梗塞、脑出血、动脉瘤）、外伤、重症肌无力及限制性因素如眼眶肿瘤、眶壁骨折造成肌肉崁顿，甲状腺相关眼病引起的眼外肌肥大、眼外肌炎等原因引起的复视。所以一旦出现复视，应首先寻找病因，排除全身疾病后，再进行眼部治疗。6个月内，因为斜视度不稳定，一般不考虑手术治疗，可以佩戴三棱镜或压贴三棱镜；如果6个月以上，复视仍持续且稳定，需要手术矫正。咨询电话：0311——86907650作者：张明亭编辑：李 慧",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是FIRST赛事你知多少？,摘要为FIRST科技挑战赛是由美国非盈利组织FIRST主办的针对青少年的国际性赛事，每年吸引全球约25万名学生参加。比次机器人比赛立意为激发青少年,标题为FIRST赛事你知多少？,正文为FIRST科技挑战赛是由美国非盈利组织FIRST主办的针对青少年的国际性赛事，每年吸引全球约25万名学生参加。比次机器人比赛立意为激发青少年对科技、工程、数学的兴趣，同时培养他们的动手技巧和协同作战意识。其中分为四个比赛科目： FTC赛事现场JR.FLL：Jr. FLL，不是一次竞赛，而是一个活动。为了提倡团队学习和分享意识，而不是一个为了营造一个竞赛的环境采而取了很多谨慎的措施。所有的Jr. FLL活动大多要遵循这一理念。请记住，Jr. FLL活动的主体应该是6到9岁的孩子，Jr. FLL的活动是为了让他们展示自己的作品并且跟其他人分享。FLL：FLL机器人世锦赛于1998年由美国非盈利组织FIRST发起， 目前参加该比赛的不少于10多个国家（英国、法国、德国、北欧5国家、 新加坡、韩国、中国）和美国的46个州，是世界上影响最大的一项机器人比赛。FTC：First Tech Challenge科技挑战赛（简称FTC）是由美国First举办的针对14-18岁高中生的国际性机器人比赛，自2012年同济大学引入中国来，现已（在中国）举办三届。FRC：FIRST Robotics Competition (FRC)是由美国非盈利机构FIRST主办，针对高中生、大专生的一项工业级机器人竞赛。FRC把运动的刺激性和科学技术的精确结合在一起，被称作“智力上的大学运动会”。 【联系电话：400—6019—357】【关注微信公众号：magorobot】【关注微信客服号：beijingmaxiaogao】",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是大众，帕萨特,摘要为促销时间：2016.10.20-2016.11.5日前，搜狐汽车石家庄编辑从石家庄市大众经销商(河北冀中合力汽车销售维修有限公司)处了解到，,标题为[石家庄市]大众帕萨特降价2.4万 现车足!,正文为促销时间：2016.10.20-2016.11.5日前，搜狐汽车石家庄编辑从石家庄市大众经销商(河北冀中合力汽车销售维修有限公司)处了解到，店内大众帕萨特火热开售，购帕萨特部分车款优惠2.4万元，现车充足。感兴趣的朋友可致电咨询详情，免费电话400-890-7236。具体车型优惠政策如下： 指导价 现价 询价 280TSI 手动尊雅版 18.39万 15.99万 询价 280TSI DSG尊荣版 21.19万 18.79万 询价 330TSI DSG尊荣版 22.29万 19.89万 询价 330TSI DSG御尊版 24.39万 21.99万 询价 380TSI DSG御尊版 25.79万 23.39万 询价 380TSI DSG至尊版 29.39万 26.99万 询价 3.0 V6 DSG旗舰版 33.29万 30.89万 询价 查看更多降价信息请进 降价栏目首页 大众帕萨特 外观方面，新款帕萨特采用了美版Passat的设计思路，相比老款车型变得更加年轻化，同时也增加了线条的使用。车身腰线从车头贯穿至车尾，在视觉效果方面起到拉伸车长的效果，同时侧面镀铬装饰条也与车头和车尾相连，营造出整体包围的效果。车尾的变化主要集中在尾灯部分，略微向外凸出的尾灯点亮后有一种悬浮式的视觉效果。 内饰方面，新款帕萨特基本保留了老款车型的设计思路，但是对于车内装饰方面做出了调整，木纹与金属组成的双层饰板比较有新意。车内将搭载大众新款MIB多媒体系统，虽然屏幕尺寸有所减小，但拥有更高的分辨率，并且能支持CarPlay以及MirrorLink。另外高配车型车内音响系统也将采用丹拿Dynaudio的高品质音响。动力方面，新款帕萨特将提供1.4TSI（280TSI）、1.8TSI（330TSI）、2.0TSI（380TSI）以及3.0L V6共4款发动机，最大功率分别为110kW、132kW、162kW以及184kW，最大扭矩则为250N·m、300N·m、350N·m和310N·m。1.4T车型将匹配5速手动以及7速双离合变速箱，1.8T和2.0T车型则将全部匹配DQ380 7速湿式双离合变速箱，而3.0L V6车型则将匹配6速双离合变速箱。点评：其实在国内的中级车市场，竞争虽然没有紧凑级车和SUV车型那么激烈，但轮流坐庄的事情还是会经常发生，相比之下帕萨特在2015年以超过20万辆的成绩笑傲中级车市场也是其品牌力和产品力的表现。在刚刚进入2016年上汽大众就推出了新款帕萨特车型也展现出了上汽大众希望在2016年更进一步的决心。（信息来源：石家庄 信息员孙美红） 提及搜狐汽车，您将享受更优质的服务。声明：此价格为经销商个体行为，不代表全部经销商。由于市场价格变化多端，文中所报价格仅供参考。本文系 搜狐汽车独家稿件，版权归搜狐汽车所有，未经许可，不得转载。一经发现，必将追究。",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是涨停预测一览：恒大又出手了！（10.25）,摘要为跟着优品君一起捕捉今日的涨停股！更多确定性投资机会长按二维码关注优品财经公众号up007up呈现且只呈现实战操盘价值眼中自有黄金屋，眼中自有,标题为涨停预测一览：恒大又出手了！（10.25）,正文为跟着优品君一起捕捉今日的涨停股！ 更多确定性投资机会长按二维码关注优品财经公众号up007up呈现且只呈现实战操盘价值眼中自有黄金屋，眼中自有颜如玉",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是书画，荆楚,摘要为湖北日报讯（记者海冰、通讯员耿广恩、许葵玲）300余艺术家同献爱心，100余企业热心助艺。21日，湖北荆楚名家精品书画义拍公益活动在洪山礼堂,标题为400余幅荆楚名家书画义拍,正文为湖北日报讯（记者海冰、通讯员耿广恩、许葵玲）300余艺术家同献爱心，100余企业热心助艺。21日，湖北荆楚名家精品书画义拍公益活动在洪山礼堂举行，经一次次举牌竞价，最终募集到约85万元，这笔善款将全部进入湖北文艺发展基金。省文联在中国文学艺术基金会支持下举办本次活动，消息一传出，得到陈方既、熊召政、刘永泽、董继宁、李乃蔚、徐本一、金伯兴、翁德等300余艺术家积极响应，他们先后捐赠出400余幅精品书画。昨日活动现场，20余位书画名家还现场挥毫泼墨，其中，董继宁、李乃蔚、谢晓虹、钟鸣四人首次联合创作大写意风格的“春山行驴”，在义拍中受追捧。据介绍，本次义拍资金将用于湖北文艺发展基金扶持的首个项目—湖北书法院（东湖印社）建设。",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是这钱花的太冤枉，你们千万不要下载付费App,摘要为各位客官好我是你们的掌柜二块五今天花少给我说了这样一段话目的是让我帮客官们把把关看看付费的App到底值不值那个价那一刻泪水都要流下来他终于有,标题为这钱花的太冤枉，你们千万不要下载付费App,正文为 各位客官好我是你们的掌柜二块五今天花少给我说了这样一段话 目的是让我帮客官们把把关看看付费的App到底值不值那个价那一刻泪水都要流下来他终于有点土豪的样子了而且还是一个关心客官们的良心店家那一刻我想的是虽然工资低但是我没有跟错人啊怀着激动的心情二块五打开了应用商店，大脑里就循环了两个字： 贵的贵的贵的贵的。但是等我打开付费榜单，看到的都是这样的一元游戏 太便宜！Pass掉！怀揣巨款的二块五在拥有400万应用的App Store转了一圈，就在手指即将被磨破皮的那一刻。我看到了一个标价¥25的小助手！ 微信的！专业版！二块五想它应该是传说中的双开神器！让你同时保持两个微信号在线，特别适和朋友众多业务繁忙的微商商务人士！反正有大额预算，说下就下眼睛都不眨一下。店铺Wifi很稳定，马上我手机里就出现了这个神奇的软件。 本来一切都应该按照剧本走：二块五发现了他多么的好用便捷，然后告诉客官们值得下载...但是，两块五却慢慢的发现了他与众不同的一面...首先他要骗我五星评论。讲真作为一个App老司机，这些伎俩我并不想理会，果断点了不需要。直接进去使用 呵呵呵然后二块五看到了想砸手机的一幕 我的心有点痛，马赛克我都不打了...要是有客官想学习麻辣香锅和东北大拉皮技术的，你们自己联系吧。毕竟是25块钱的App，不可能真的全是广告吧！一定是我打开他的姿势不对！我知道了，这就是一个想要五星好评的套路！为了解锁姿势，我给！ 评价过后...没有我期待中的峰回路转，没有我想象中的技能解锁...一切都是原来的样子... 连广告都没有换! 这一刻...二块五终于意识到自己应该大概或许...就是被骗了! 这一刻我终于相信世界也有不美好的时候。我已经不想去探索他里面还有什么了...毫！无！欲！望！ 为了不让客官们受伤害，我决定去举报 谁知道...我居然找不到举报入口！！！还发现一群和我一样被骗去打五星好评的天真少年... 不仅如此，二掌柜发现开发这个App的人还有好多其他收费的App 全是这个xing liu发布的啊！而且价格都很高啊！二块五已经没钱再去探索这些App了...土豪客官们好奇可以去试试二块五很疑惑为什么这样的App能上AppStore收费，还没有举报入口啊Orz。作为受害者，我决定传授大家一些初步识别App好坏的技能。这是花钱买来的经验。大家一定要好好看啊！1. 看评分处： 以讯飞为例：好的App，一般下载量都比较大。所以他们除了星级高，累计评论数也很高...这是两万多的用户的评分。2. 看评论: 某些App的评论是找人刷的，就是我给你一块钱，你给我一个好评。就和淘宝刷单一样!这些刷单出来的评论...和App的内容是牛头不对马嘴的！所以如果你看到某个App的评论大都是搞不清他在说什么的客官们就不要下载了。这是二掌柜花了25块钱总结出来的经验。不客气！ 本以为今天的我只是内心被伤害，钱包不用受损的时候。答应给我报销的花少，居然...说 25啊！花少一天才给我两块五的工资啊！ 这里的App都很稀有，也很有趣，喜欢就关注吧，微信公众号：Appiction",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是2016调查问卷活动~~~等你来参与,摘要为为了充分了解影迷的想法，改进影城服务上的不足之处。为影迷提供更加优质贴心的服务，幸福蓝海国际影城即日起诚邀影迷朋友们参与有奖问卷调查活动，期,标题为2016调查问卷活动~~~等你来参与,正文为 为了充分了解影迷的想法，改进影城服务上的不足之处。为影迷提供更加优质贴心的服务，幸福蓝海国际影城即日起诚邀影迷朋友们参与有奖问卷调查活动，期待您提供宝贵的意见。有兴趣参与调查活动的影迷可至影城票台领取问卷填写，填写完毕交给票台即可获得影城提供礼品一份。",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是白雪公主童年历险记 深林迷路小矮人帮忙，和七个小矮人的约定,摘要为白雪公主童年历险记深林迷路小矮人帮忙，和七个小矮人的约定,标题为白雪公主童年历险记 深林迷路小矮人帮忙，和七个小矮人的约定,正文为白雪公主童年历险记深林迷路小矮人帮忙，和七个小矮人的约定",new2016zh\news2016zh_train.json
