content,file_path
"这是一个新闻,新闻的关键词是运渣车违法零容忍 成都昨夜查处89起,摘要为昨晚8时，成都市交管局在全域范围内展开渣土车整治工作，特别针对渣土车闯红灯等违法行为。而据交管局统计，截至昨晚10时，全市共查处渣土车违法行,标题为运渣车违法零容忍 成都昨夜查处89起,正文为昨晚8时，成都市交管局在全域范围内展开渣土车整治工作，特别针对渣土车闯红灯等违法行为。而据交管局统计，截至昨晚10时，全市共查处渣土车违法行为89起，而整个3月份交管局共查处渣土车违法行为14093起。昨晚8时40分许，成都商报记者跟随交警二分局巡逻车来到龙青路，进路口不久就发现两辆正在行驶的渣土车存在违法行为———开在前面的川AM8060车后号牌有明显污损，开在后面的川A66960则将护栏违规加高了好长一截。交警立刻勒令两车靠边停车，对污损号牌的渣土车驾驶员黄某下发了扣12分、罚款两百元的处罚通知书，得知自己的驾照将从B2降为C照之后，黄某后悔不已，“降照之后再也不能开渣土车，相当于没了工作。”而违规加高护栏的川A66960驾驶员则被罚款500元，且暂扣车辆直至改回原状的处罚。据悉，今年1至4月，电子警察共摄录运渣车违法行为1833起，违法行为排在前三的渣土车公司分别是：成都泰宏物流有限公司，118次；成都新尼麦龙物流有限责任公司，84次；成都盛世伟腾物流有限公司，72次。",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是这车不管多贵，只要它一限量，就有豪主等待交付中,摘要为【全球限量10台】酷黑公路版迈凯轮MCLARENP1GTR，售价超300万美金！已经有两台成车分别发往日本和迪拜，四位欧洲的买主则仍在等待交,标题为这车不管多贵，只要它一限量，就有豪主等待交付中,正文为 【全球限量10台】酷黑公路版迈凯轮MCLARENP1GTR，售价超300万美金！已经有两台成车分别发往日本和迪拜，四位欧洲的买主则仍在等待交付。 作为F1赛场上的强者，它的战绩是辉煌的，此次P1车型结合众车车型的优势造就此款民用超跑。 采用了全新的车身涂装方式，与赛道版的车身设计基本相同。前脸夸大的造型，体现了该车的高端定位。 前扰流唇、侧裙板以及大尺寸尾翼的整体配置设计更好的体现了空气动力学性能，新车宽度虽然增加了8CM，但大量使用了碳纤维材料反而使车的整体重量减轻了50千克。 设计目标清晰：成为全球顶尖车手的专属赛道座驾。车身设计更加大胆，更加注重空气动力学性能。 尾翼下方正中央处则是采用全新设计的裸露排气管，该部件为度身定制。排气管使用因科镍合金和钛合金打造 配备了诸多适应赛道需求的高端配备——赛道专用光头胎、固定底盘高度、IPAS动力系统优化动力传输、从一级方程式赛车技术脱胎而来的宽大固定后尾翼、减阻系统（DRS）以及ERS风格的一键加速系统等等。 内饰采用普通驾驶舱的形式非现在的赛道版。 动力方面，公路版迈凯伦P1 GTR搭载了混合动力系统，包括一台3.8L双涡轮增压V8发动机以及一台电动机，最大输出功率将可能会超过735千瓦，百公里加速表现也将会因此得到显著提升。",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是650亿美元也不满意 孟山都称拜耳的收购要约“资金不足”,摘要为全球最大的种子公司孟山都表示，拜耳集团最新的650亿美元的收购要约“资金不足”（FinanciallyInadequate），无法确保交易完,标题为650亿美元也不满意 孟山都称拜耳的收购要约“资金不足”,正文为全球最大的种子公司孟山都表示，拜耳集团最新的650亿美元的收购要约“资金不足”（FinanciallyInadequate），无法确保交易完成。孟山都在周二的声明中表示，其对与拜耳进行进一步“建设性对话”仍持开放态度。拜耳公司上周四表示，将其要约价格从每股122美元升至每股125美元。此前一天，彭博新闻社报道称，孟山都可能会接受另一德国化工巨头巴斯夫公司的收购要约。孟山都不仅仅是世界上最大的种子供应商，它还是一家领先的农业生物技术公司。20年前，孟山都开始商业化其转基因种子。目前，美国多数的玉米和大豆来自孟山都的种子。此外，孟山都的种子还出口至拉美和印度。近年来，全球种业和农作物化学品行业的格局发生巨变，并购接踵而来。此前孟山都曾提出愿意支付最高470亿美元竞购瑞士农化巨头先正达，但后者以“风险太大”拒绝，而先正达后来接受了中国化工集团的收购要约。今年2月，中国化工集团宣布以逾430亿美元收购先正达。去年12月，美国化工巨头陶氏化学与杜邦宣布1300亿美元的惊天大合并，预计合并将在今年下半年完成。若交易达成，则将是化工行业有史以来最大规模的合并案。就销售收入而言，新公司陶氏杜邦或将成为仅次于巴斯夫的全球第二大化工企业。目前行业内的主导企业包括拜耳、巴斯夫、孟山都和先正达。（全球资产配置？WEEX等你来一起交易！)",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是奥迪q3，扬州奥迪q3，扬州奥迪q3优惠，扬州奥迪q3降价,摘要为促销时间：2014.6.19-2014.6.22日前，搜狐汽车扬州编辑从扬州市奥迪经销商(江苏金澳汽车销售服务有限公司)处了解到，店内奥迪Q,标题为[扬州]奥迪Q3最高降价4.38万元 现车销售,正文为促销时间：2014.6.19-2014.6.22日前，搜狐汽车扬州编辑从扬州市奥迪经销商(江苏金澳汽车销售服务有限公司)处了解到，店内奥迪Q3火热开售，购奥迪Q3部分车款优惠4.38万元，现车充足。感兴趣的朋友可致电咨询详情，免费电话400-880-8215。具体车型优惠政策如下：奥迪Q3 原价 直降 现价 现车情况 询价40 TFSI 全时四驱豪华型 42.88万 ↓4.38万 38.5万 现车充足35 TFSI 全时四驱技术型 33.63万 ↓2.33万 31.3万 现车充足35 TFSI 进取型 28.50万 ↓1.2万 27.3万 现车充足35 TFSI 全时四驱舒适型 35.93万 ↓2.93万 33.0万 现车充足35 TFSI 全时四驱豪华型 39.68万 ↓4.08万 35.6万 现车充足35 TFSI 舒适型 31.85万 ↓1.55万 30.3万 现车充足致电商家，获取更多优惠信息！ 免费电话：400-880-8215制表：搜狐汽车扬州站查看更多降价信息请进 降价栏目首页 奥迪Q3 车型介绍：奥迪Q3全系均搭载了2.0T涡轮增压缸内直喷发动机，该发动机为直列四缸16气门设计，在输出能力调教上，厂家分别推出了高功率和低功率两个版本，最大功率分别达到了125千瓦和155千瓦，整体输出表现非常抢眼，全系还配合了7挡双离合变速器，将动力有效的输出。保养方面：厂家为奥迪Q3提供了两年不限公里数的整车质保方案，日常每行驶10000公里进行一次保养。这款车一次普通更换机油、机滤的小保养价格在800元上下，常规大保养一般需要更换机油、三滤等，价格会在1500元上下，具体价格请以店内对车辆检测后得出报价为准。编辑建议： 国产奥迪Q3在外观上与进口车型基本一致，仅仅是细节方面有所调整。配置方面，国产Q3全系标配ESP、前排侧气囊和侧面头部气帘等安全配置。舒适性配置非常丰富，价格方面相较进口车型较为实惠。",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是小仙犀利回复粉丝“作”！你要不要这么毒舌?,摘要为当一个粉丝说她爸爸经常说她作，但是她并不生气，因为有句话是这样说的：人作的程度最好不要超过自己的颜值。看到这句话，千趣君觉得无言以对，没想到,标题为小仙犀利回复粉丝“作”！你要不要这么毒舌?,正文为当一个粉丝说她爸爸经常说她作，但是她并不生气，因为有句话是这样说的：人作的程度最好不要超过自己的颜值。看到这句话，千趣君觉得无言以对，没想到许小仙竟然来了一句：一个人作的程度也不能超过他的胸围....正在喝水的我突然笑喷了，这小仙也真是太毒舌了。除了这个，小仙回复粉丝的话，也是句句让我目瞪口呆，行了，快来看看小仙是怎么毒舌回复的吧！ 15万单身男女的免费相亲交友平台，微信添加朋友→公众号→搜“毒舌许小仙”（已认证），已成家的，我们不约！更多趣闻，请点击进入千趣主页",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是三都举行“水族非遗走进广州”大型旅游推介活动,摘要为3月31日至4月1日，“凤羽天籁·水韵双歌”暨水族非遗走进广州大型旅游推介活动在广州市隆重举行。据三都水族自治县文化和旅游局局长杨胜佳介绍：,标题为三都举行“水族非遗走进广州”大型旅游推介活动,正文为3月31日至4月1日，“凤羽天籁·水韵双歌”暨水族非遗走进广州大型旅游推介活动在广州市隆重举行。据三都水族自治县文化和旅游局局长杨胜佳介绍：贵广高铁直接修到了水族人民的家门口，这次我们组织了100多名能歌善舞的水族妇女，乘坐高铁到广州去推介我们的水族文化。让繁华的大都市与偏远的水乡人民互相了解，促进友谊。“同时，此次活动的成功开展，加快了黔南州旅游发展步伐，打造了民族文化旅游亮点，对黔南州旅游在省内外的知名度和影响力起到了较大的推动作用。水族人民将以‘两高’快速通道为依托，连接‘贵广高铁’为重点，走出一条健康养生、水族风情、休闲度假的旅游发展之路”。",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是海龟直播团之外汇经济商eToro揭秘|附25晚见线上教程,摘要为TradingInvestment，justfuckingdoit!!!深度广度速度最火的年轻交易者社群海龟直播团带大家走进eToro上海总,标题为海龟直播团之外汇经济商eToro揭秘|附25晚见线上教程,正文为TradingInvestment，justfuckingdoit!!!深度广度速度最火的年轻交易者社群海龟直播团带大家走进eToro上海总部进行直播我们直播团探寻eToro的亮点1）e投睿(eToro)是全球最大的社交投资网络，金融投资的门外汉可以追踪其他用户的投资行为，跟着他们一起赚钱。用户关注某人之后，可以选择“拷贝交易”，系统能够自动按照被关注对象的投资组合执行操作。2）成立于2007年的e投睿(eToro)目前聚集了来自140多个国家的580万用户。3）能够在e投睿(eToro)上交易的金融产品都是全球流动性高的资产或是那些全球大型企业的股票，e投睿(eToro)的用户很难影响大市。正是因为交易市场完全公开透明，任何交易员如果有搅动市场的行为也会一目了然。因为近两年，社交投资网络公司eToro总融资达到7290万美元，目前在全球170多个国家运营。近日，eToro被列为英国未来科技城50项目（Tech City UK’s Future Fifty）的成功“毕业生”，该项目总融资额为7.91亿英镑。11月中旬，eToro与中国平安证券联合宣布启动全新的战略合作。所以海龟交易直播团要一览究竟当然第六届全国外汇大赛已经跑了半程最近，有什么想对本次大赛使用的平台说呢？请留言今天海龟小编带你走一个在前几次的外汇交易在线带教超过5000千人收看（未包含YY教室流量）今晚7：30 eToro的金牌讲师为我们的外汇大赛进行培训另外：模拟排名将于下周五前公布我们年轻气盛有个性、幽默风趣善交流，秉承着海龟鼻祖理查德·丹尼斯的理念，出于对金融的纯粹热爱我们走到一起！我们都梦想有一天，不管身在世界的哪一个角落，打开电脑，就有能力通过交易获得生活下一步的资本，实现真正的财务自由！以宗教般的意志抵御市场的波澜；以初恋般的热情面对交易人生。交易之路，你我相伴，独行有速，众行求远！小编微信号：haiguijiaoyi1邮箱：info@haiguitrading.com",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是最有益睡眠的八种按摩保健法,摘要为很多人都知道，临睡前喝杯牛奶有助于催眠，但对于牛奶过敏的失眠患者来说这招恐怕就不起作用了。其实，生活中除了某些食疗方能够改善失眠症状外，一些,标题为最有益睡眠的八种按摩保健法,正文为 很多人都知道，临睡前喝杯牛奶有助于催眠，但对于牛奶过敏的失眠患者来说这招恐怕就不起作用了。其实，生活中除了某些食疗方能够改善失眠症状外，一些运动保健法也能起到良好的助眠作用。下面我们就来为你介绍有益助眠的八种按摩保健法，帮助你改善睡眠亚健康问题。双掌轻柔面部即用两手掌紧贴面部，均匀的用力以每秒2次的速度在面部来回揉搓1—2分钟的时间。此法可以疏通面部神经，有促进睡眠防止皱纹的作用。拇指揉搓耳朵两拇指紧贴前耳下端边缘，由前向后，自下而上的方向，用力揉搓双耳1—2分钟。此法可疏通经脉，有清热安神、防止听力退化的作用。用指端按摩头皮把两手的食指、中指、无名指弯曲成45°的角度，用指端以每秒8次的速度在头皮上来回按摩1—2分钟。此法可以加强头部的供血量，促进血液的循环，加速入睡。双掌重叠揉腹两掌重叠后紧贴腹部以每秒1一2次的速度，持续环摩腹部所有部位，重点脐部及周围，按摩2一3分钟。此法可以健脾利胃，促进消化吸收。 推摩前胸后背两掌以每秒2次的速度，自上而下用力推摩后背和前胸，推摩2一3分钟。此法有强心、健腰、疏通脏腑经脉的功效。搓摩颈肩部位两掌以每分1—2次的频率，用力交替搓摩颈肩肌肉群，重点在颈后脊两侧，揉摩个3—4分钟。此法可以有效缓解疲劳，预防颈肩病变。掌推双腿让两手相对，紧贴下肢上端，以每秒1次的速度，由上而下顺推下肢1分钟，再以此方法顺推另一下肢2分钟。此法能够解除下肢疲劳，疏通足六经脉。交换搓脚伸直双腿，用右脚掌搓摩左脚背所有部位，再用左脚掌搓摩右脚背所有部位，如此反复揉搓3—5分钟。此法能够有效消除双足的疲劳、贯通全身的气血经脉，有利于促进睡眠。总之，以上八种睡前保健法是一类无任何副作用的良性保健方法，如果长期坚持，不仅能够促进全身的新陈代谢、有助于睡眠外，还对防病益寿有一定的积极作用。",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是重磅丨每人每月2700元，甘肃这些人生活补贴标,摘要为10月10日，记者从甘肃省人社厅获悉，日前省人社厅联合省财政厅印发了《关于提高“三支一扶”人员生活补贴标准等待遇的通知》（以下简称《通知》）,标题为重磅丨每人每月2700元，甘肃这些人生活补贴标,正文为 10月10日，记者从甘肃省人社厅获悉，日前省人社厅联合省财政厅印发了《关于提高“三支一扶”人员生活补贴标准等待遇的通知》（以下简称《通知》）。从2015年9月1日起，提高“三支一扶”人员生活补贴标准，由每人每月1800元提高到每人每月2700元。按照新的标准，对服务期内在岗服务的人员从2015年9月1日起进行补贴补发。 据悉，为贯彻落实中央组织部、人力资源社会保障部、财政部等九部门《关干实施第三轮高校毕业生“三支一扶”计划的通知》要求，切实解决“三支一扶”服务人员的生活困难，经研究，决定进一步提高甘肃省“三支一扶”服务人员的生活补贴标准等待遇。《通知》规定，从2015年9月1日起，提高“三支一扶”人员生活补贴标准，由每人每月1800元提高到每人每月2700元。按照新的标准，对服务期内在岗服务的人员从2015年9月1日起进行补贴补发，补发范围为本通知印发时仍在岗的“三支一扶”人员。“三支一扶” 服务人员在服务期内要按相关规定参加社会保险。省财政按上年度社平工资60％的20％和6%补助养老保险和医疗保险的单位缴费部分，不足部分由市(州)、县(区) 财政负担。个人缴费部分从生活补贴中代扣代缴。另外，从2016年起，按照2000元标准，给予每名新招录且在岗服务6个月以上的 “三支一扶”人员一次性安家费补贴。选拔时因成绩并列一并录取(超出省上下达指标)人员的生活补贴和生活补贴补发部分、社会保险单位缴费部分及安家补贴，由市(州)、县(区) 财政承担，标准与其他人员相同 。省人社厅要求各市州人社部门要严格按照 “三支一扶”计划补助资金管理办法，做好经费保障和管理工作，做到专款专用，确保“三支一扶”人员生活补贴按时足额发放。来源：每日甘肃阅读原文：http://mp.weixin.qq.com/s?__biz=MzA5OTA0NzQzNg==∣=2651484370idx=1sn=e567bb2e4d98fef9d536a8fba8d369bdchksm=8b7691b1bc0118a7d3df40ac8550cdac322cf1c9c543aae7837050162d0b6a62857cf7face14#rd",new2016zh\news2016zh_train.json
"这是一个新闻,新闻的关键词是NBA又到重新定义篮球时,摘要为4月1日，NBA常规赛，金州勇士以110∶106战胜洛杉矶快船。CFP供图已经确保西部第一的勇士，尽管德拉蒙德·格林轮休，4月1日仍令人信服,标题为NBA又到重新定义篮球时,正文为 4月1日，NBA常规赛，金州勇士以110∶106战胜洛杉矶快船。CFP供图已经确保西部第一的勇士，尽管德拉蒙德·格林轮休，4月1日仍令人信服地击败了实力不俗的快船，正如名宿里克·巴里所说，“只要保持健康，他们很可能拿到第二个总冠军。”勇士本赛季的表现可圈可点，他们的攻击和防守能力，都处于联盟顶尖水平。更令人称道的是，在拥有两名顶级投手库里和汤普森的情况下，勇士场均单打的比例，仅排在全联盟第22位，而场均27.4次助攻，却排在联盟第一。这说明，勇士球员合理地分享了球权，这或许与某种趋势暗合——数据显示，最近5个赛季获得总冠军的球队，其单打所占比率都没有进入联盟前五。但勇士要想夺冠，绝非那么简单。最大的一个疑问就摆在那里：一支没有太多季后赛经验的跳投球队，究竟能不能赢得总冠军？在过去20年，人们对总冠军的定义是防守+超级明星，无论公牛王朝还是“OK”组合时期的湖人，莫不如此。但篮球是在不断发展的，很多时候，过去的所谓经验，会让你无法看清滚滚向前的车轮。“当科尔被问及跳投球队能否赢得冠军时，这位勇士主帅的回答是，时代已经不同，现在的比赛已经完全变了。”ESPN的文章写道。数据显示，从2011～2012赛季开始，总决赛场均三分球出手的次数，基本上都超过了20次。这是NBA乃至世界篮球发展的一个趋势：背身单打越来越少，球被更合理地转移，以制造更多的投篮机会。马刺就是个很好的例子，当“三巨头”逐渐进入职业生涯末期时，这支曾经依赖防守的球队，被波波维奇改造成一支传球流畅、远投犀利的进攻型球队。这也是为什么詹姆斯和他的骑士不被看好的原因。他们是联盟单打比率最高的球队，这一数据接近12%。自从詹姆斯重回克利夫兰后，他一直在强调合理地分享球权，但从目前的情况看，收效甚微。之前和篮网、骑士的两场比赛，骑士的助攻都只有17次，球传不起来，进攻只能靠单打独斗。可以想象，如果他们以这样的状态进入季后赛，他们与总冠军的距离会有多远。但篮球真的从“防守+超级明星”，过渡到“合理转移+三分球投篮”了吗？恐怕也不能下定论。事实是，在NBA的历史上，也有很多球队是以射手为核心的，但绝大多数球队，都和总冠军无缘。巅峰时期的雷吉·米勒和雷·阿伦，就是最好的例证。所以，不能忽视拥有强大内线和强硬防守的球队，比如灰熊。目前，这支小城市球队，虽然落后勇士10个胜场，但恐怕联盟所有的球队都不敢小觑他们。加索尔和兰多夫的内线组合，场均能贡献33.8分和18.5个篮板球，托尼·阿伦是防守悍将，再加上以格林、康利、李、卡特和尤德里这些外线攻击好手，“灰熊有着强有力的前场阵容和令人闻风丧胆的防守力量。”著名美国媒体《露天看台》的文章写道，“毫无疑问，他们会是季后赛很难缠的球队。”但正是这种不确定性，增加了这个季后赛的看点。从篮球发展的角度看，这可能是给篮球未来的发展确定更明确方向的一次季后赛。勇士代表着NBA篮球的“先锋艺术”，如果夺冠，“水花兄弟”将改变人们对篮球固有的认知。而骑士和灰熊则是“守旧派”，相信超级明星和强悍的防守，才是总冠军的王道。马刺和老鹰既不激进，也不传统，他们遵循的原则是“改良”，在意识到篮球发展趋势的同时，在球星和体系两者之间寻找平衡点。“球迷会为看超级球星打球掏钱，但如果老鹰赢得东部冠军，可能才会让人们意识到，团体配合比顶尖球星的个人技术更有价值，这可能就是改变的开始。对于勇士来说，冠军意味着篮球将被重新定义，出色的传球加上雨点般的三分球，同样能赢得胜利。”ESPN评论说。",new2016zh\news2016zh_train.json
